SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
50,36,11,New York,Cayuga County,10,77457,39731,37726,3867,2056,1811,7762,4002,3760,3829,1936,1893,6489,3422,3067,63999,32735,31264,61999,31737,30262,27943,15067,12876,18507,10158,8349,22694,11532,11162,14309,6625,7684,3867,2056,1811,4326,2198,2128,4318,2253,2065,4642,2336,2306,4794,2573,2221,4937,2766,2171,4852,2613,2239,4547,2479,2068,4171,2300,1871,5105,2658,2447,5680,2931,2749,6230,3095,3135,5679,2848,2831,4717,2392,2325,3540,1696,1844,2407,1112,1295,1651,758,893,1994,667,1327,42.9,41.2,45
50,36,13,New York,Chautauqua County,4,134209,66348,67861,7338,3723,3615,14432,7447,6985,7019,3689,3330,15142,7740,7402,108987,53361,55626,105420,51489,53931,49880,25327,24553,29420,14802,14618,38496,19212,19284,22362,9735,12627,7338,3723,3615,7799,4058,3741,8334,4293,4041,10246,5256,4990,10214,5269,4945,7542,3854,3688,6801,3426,3375,6896,3405,3491,8181,4117,4064,9380,4707,4673,10457,5225,5232,9987,5024,4963,8672,4256,4416,6378,3082,3296,4880,2315,2565,4071,1801,2270,3416,1388,2028,3617,1149,2468,41.2,39.8,42.5
50,36,13,New York,Chautauqua County,5,133304,65995,67309,7178,3638,3540,14204,7341,6863,6873,3591,3282,14731,7553,7178,108559,53268,55291,105049,51425,53624,49217,25122,24095,29276,14823,14453,38054,19008,19046,22988,10041,12947,7178,3638,3540,7624,3952,3672,8243,4234,4009,9884,5099,4785,10057,5200,4857,7630,3956,3674,6937,3514,3423,6714,3308,3406,7995,4045,3950,8956,4481,4475,10322,5156,5166,10081,5056,5025,8695,4315,4380,6814,3255,3559,5124,2489,2635,4008,1750,2258,3427,1379,2048,3615,1168,2447,41.6,40.1,42.9
50,36,13,New York,Chautauqua County,6,132852,65842,67010,7101,3612,3489,14065,7280,6785,6865,3556,3309,14296,7343,6953,108325,53247,55078,104821,51394,53427,48837,24947,23890,29360,14897,14463,37832,18892,18940,23333,10262,13071,7101,3612,3489,7614,3946,3668,8135,4183,3952,9707,4978,4729,9770,5072,4698,7881,4140,3741,7042,3548,3494,6707,3308,3399,7730,3901,3829,8637,4306,4331,10091,5022,5069,10146,5076,5070,8958,4488,4470,6950,3325,3625,5403,2589,2814,3988,1751,2237,3347,1383,1964,3645,1214,2431,41.8,40.2,43.1
50,36,13,New York,Chautauqua County,7,131751,65177,66574,7069,3608,3461,13761,7075,6686,6758,3492,3266,13766,7146,6620,107580,52785,54795,104163,51002,53161,48098,24482,23616,29236,14711,14525,37375,18657,18718,23786,10488,13298,7069,3608,3461,7497,3864,3633,7926,4078,3848,9585,4856,4729,9277,4915,4362,8140,4214,3926,7009,3500,3509,6678,3286,3392,7409,3711,3698,8256,4134,4122,9785,4850,4935,10144,5030,5114,9190,4643,4547,7256,3478,3778,5539,2618,2921,4062,1826,2236,3217,1316,1901,3712,1250,2462,42,40.4,43.4
50,36,13,New York,Chautauqua County,8,130529,64565,65964,7038,3573,3465,13476,6905,6571,6644,3376,3268,13217,6937,6280,106764,52418,54346,103371,50711,52660,47261,24085,23176,28994,14581,14413,37020,18498,18522,24140,10695,13445,7038,3573,3465,7333,3736,3597,7737,3978,3759,9443,4765,4678,8824,4739,4085,8139,4214,3925,7002,3498,3504,6709,3290,3419,7144,3579,3565,8054,4035,4019,9538,4729,4809,10059,4998,5061,9369,4736,4633,7537,3635,3902,5596,2635,2961,4087,1855,2232,3162,1307,1855,3758,1263,2495,42.2,40.7,43.7
50,36,13,New York,Chautauqua County,9,129206,63864,65342,6944,3488,3456,13165,6724,6441,6526,3316,3210,12803,6679,6124,105913,52038,53875,102571,50336,52235,46301,23587,22714,28559,14405,14154,36559,18245,18314,24650,11007,13643,6944,3488,3456,7164,3595,3569,7588,3942,3646,9243,4623,4620,8499,4559,3940,8031,4165,3866,7013,3549,3464,6747,3341,3406,6768,3350,3418,8011,4033,3978,9047,4502,4545,10022,4963,5059,9479,4747,4732,7891,3836,4055,5663,2669,2994,4142,1911,2231,3135,1286,1849,3819,1305,2514,42.5,41,44
50,36,13,New York,Chautauqua County,10,128372,63386,64986,7032,3503,3529,12904,6575,6329,6352,3250,3102,12566,6496,6070,105375,51736,53639,102084,50058,52026,45896,23370,22526,28461,14391,14070,35947,17904,18043,25110,11267,13843,7032,3503,3529,6946,3487,3459,7441,3855,3586,9144,4550,4594,8291,4429,3862,7940,4133,3807,7047,3582,3465,6853,3424,3429,6621,3252,3369,7771,3887,3884,8688,4338,4350,9870,4905,4965,9618,4774,4844,7881,3879,4002,6025,2795,3230,4322,2029,2293,3089,1258,1831,3793,1306,2487,42.7,41.2,44.1
50,36,15,New York,Chemung County,4,88899,44260,44639,5283,2724,2559,9911,5043,4868,4537,2317,2220,8129,4121,4008,71519,35381,36138,69168,34176,34992,32994,17195,15799,21408,11301,10107,25698,12787,12911,13933,5967,7966,5283,2724,2559,5427,2746,2681,5564,2841,2723,5793,2929,2864,5793,2965,2828,5334,2829,2505,5343,2807,2536,4935,2650,2285,5796,3015,2781,6586,3369,3217,6993,3459,3534,6413,3164,3249,5706,2795,2911,3943,1846,2097,3000,1401,1599,2535,1117,1418,2191,874,1317,2264,729,1535,40.8,39.3,42.4
50,36,15,New York,Chemung County,5,89137,44423,44714,5288,2751,2537,10048,5101,4947,4383,2243,2140,8221,4155,4066,71678,35496,36182,69418,34328,35090,33062,17222,15840,21517,11359,10158,25375,12606,12769,14305,6208,8097,5288,2751,2537,5481,2782,2699,5626,2854,2772,5662,2854,2808,5883,3009,2874,5445,2904,2541,5471,2860,2611,4918,2631,2287,5683,2964,2719,6273,3225,3048,6870,3380,3490,6623,3289,3334,5609,2712,2897,4263,2042,2221,3101,1427,1674,2507,1118,1389,2148,860,1288,2286,761,1525,40.8,39.1,42.3
50,36,15,New York,Chemung County,6,88199,43907,44292,5110,2619,2491,9926,5047,4879,4288,2195,2093,8050,4127,3923,71034,35164,35870,68875,34046,34829,32371,16842,15529,21118,11066,10052,25036,12449,12587,14671,6404,8267,5110,2619,2491,5384,2745,2639,5627,2848,2779,5414,2741,2673,5839,3035,2804,5276,2791,2485,5491,2855,2636,4981,2646,2335,5370,2774,2596,5997,3091,2906,6740,3338,3402,6654,3275,3379,5645,2745,2900,4470,2157,2313,3250,1484,1766,2552,1132,1420,2043,834,1209,2356,797,1559,41.1,39.4,42.7
50,36,15,New York,Chemung County,7,87177,43314,43863,5007,2568,2439,9685,4913,4772,4300,2188,2112,7795,3979,3816,70265,34706,35559,68185,33645,34540,31646,16424,15222,20698,10856,9842,24767,12245,12522,14925,6565,8360,5007,2568,2439,5312,2697,2615,5520,2815,2705,5247,2629,2618,5701,2939,2762,5167,2753,2414,5488,2848,2640,4933,2609,2324,5110,2646,2464,5772,2962,2810,6592,3250,3342,6617,3215,3402,5786,2818,2968,4657,2248,2409,3314,1525,1789,2560,1129,1431,1993,838,1155,2401,825,1576,41.3,39.6,43.1
50,36,15,New York,Chemung County,8,86705,43098,43607,5031,2550,2481,9465,4823,4642,4410,2262,2148,7510,3864,3646,69914,34532,35382,67799,33463,34336,31532,16390,15142,20769,10861,9908,24415,12088,12327,15105,6650,8455,5031,2550,2481,5221,2670,2551,5401,2750,2651,5233,2650,2583,5530,2879,2651,5316,2833,2483,5396,2767,2629,5048,2632,2416,5009,2629,2380,5595,2883,2712,6411,3155,3256,6591,3211,3380,5818,2839,2979,4865,2340,2525,3357,1532,1825,2526,1123,1403,1980,847,1133,2377,808,1569,41.2,39.6,43.1
50,36,15,New York,Chemung County,9,85644,42561,43083,4921,2523,2398,9271,4748,4523,4435,2257,2178,7167,3694,3473,69238,34176,35062,67017,33033,33984,30926,16108,14818,20408,10689,9719,24024,11853,12171,15418,6797,8621,4921,2523,2398,5106,2613,2493,5249,2667,2582,5240,2667,2573,5278,2752,2526,5282,2820,2462,5250,2714,2536,5085,2617,2468,4791,2538,2253,5522,2813,2709,6173,3056,3117,6464,3113,3351,5865,2871,2994,5102,2429,2673,3451,1593,1858,2543,1125,1418,1948,838,1110,2374,812,1562,41.4,39.8,43.4
50,36,15,New York,Chemung County,10,84736,42068,42668,4824,2453,2371,9164,4698,4466,4376,2215,2161,6918,3576,3342,68640,33880,34760,66372,32702,33670,30547,15861,14686,20284,10582,9702,23538,11632,11906,15632,6912,8720,4824,2453,2371,5039,2580,2459,5156,2630,2526,5252,2668,2584,5011,2611,2400,5279,2791,2488,5188,2697,2491,5086,2598,2488,4731,2496,2235,5350,2744,2606,5861,2893,2968,6330,3056,3274,5997,2939,3058,5030,2371,2659,3705,1744,1961,2630,1155,1475,1945,834,1111,2322,808,1514,41.6,40,43.3
50,36,17,New York,Chenango County,4,50182,25027,25155,2708,1400,1308,5641,2888,2753,2841,1426,1415,3911,2080,1831,40460,20028,20432,38992,19313,19679,17231,8754,8477,11132,5576,5556,15364,7693,7671,8585,3964,4621,2708,1400,1308,2908,1537,1371,3386,1679,1707,3403,1753,1650,2696,1425,1271,2634,1356,1278,2574,1299,1275,2637,1304,1333,3287,1617,1670,3858,1891,1967,4254,2120,2134,3807,1938,1869,3445,1744,1701,2740,1372,1368,2008,987,1021,1457,661,796,1177,501,676,1203,443,760,43.2,42.3,44.1
50,36,17,New York,Chenango County,5,49883,24841,25042,2657,1351,1306,5468,2815,2653,2804,1416,1388,4024,2122,1902,40383,19998,20385,38954,19259,19695,17056,8656,8400,10955,5474,5481,15120,7574,7546,8855,4089,4766,2657,1351,1306,2828,1509,1319,3367,1662,1705,3253,1671,1582,2848,1511,1337,2554,1306,1248,2641,1329,1312,2574,1279,1295,3186,1560,1626,3667,1822,1845,4136,2087,2049,3966,1974,1992,3351,1691,1660,2897,1447,1450,2092,1025,1067,1459,679,780,1175,472,703,1232,466,766,43.5,42.6,44.4
50,36,17,New York,Chenango County,6,49477,24706,24771,2608,1315,1293,5310,2762,2548,2702,1358,1344,4058,2141,1917,40210,19966,20244,38857,19271,19586,16906,8606,8300,10792,5426,5366,14917,7474,7443,9090,4230,4860,2608,1315,1293,2785,1498,1287,3171,1583,1588,3177,1617,1560,2937,1563,1374,2560,1331,1229,2598,1307,1291,2549,1277,1272,3085,1511,1574,3462,1715,1747,4050,2037,2013,4042,2009,2033,3363,1713,1650,2965,1463,1502,2228,1120,1108,1529,700,829,1124,479,645,1244,468,776,43.8,43,44.7
50,36,17,New York,Chenango County,7,49319,24645,24674,2625,1315,1310,5259,2745,2514,2635,1299,1336,4031,2133,1898,40149,19947,20202,38800,19286,19514,16772,8542,8230,10753,5431,5322,14753,7394,7359,9263,4328,4935,2625,1315,1310,2790,1489,1301,3116,1577,1539,3076,1556,1520,2943,1555,1388,2549,1339,1210,2665,1359,1306,2598,1296,1302,2941,1437,1504,3317,1666,1651,3939,1942,1997,4085,2042,2043,3412,1744,1668,3039,1496,1543,2289,1157,1132,1573,725,848,1091,471,620,1271,479,792,44.1,43.2,44.9
50,36,17,New York,Chenango County,8,48772,24304,24468,2649,1329,1320,5052,2612,2440,2661,1304,1357,3906,2059,1847,39756,19725,20031,38410,19059,19351,16419,8379,8040,10532,5342,5190,14598,7279,7319,9374,4379,4995,2649,1329,1320,2717,1393,1324,3015,1545,1470,2988,1514,1474,2899,1523,1376,2624,1352,1272,2590,1351,1239,2584,1277,1307,2734,1362,1372,3212,1606,1606,3790,1842,1948,4138,2083,2055,3458,1748,1710,3054,1511,1543,2369,1165,1204,1586,753,833,1093,475,618,1272,475,797,44.4,43.4,45.2
50,36,17,New York,Chenango County,9,48315,24114,24201,2597,1290,1307,4973,2585,2388,2568,1274,1294,3773,1938,1835,39444,19596,19848,38177,18965,19212,16189,8265,7924,10478,5374,5104,14444,7189,7255,9482,4464,5018,2597,1290,1307,2716,1377,1339,2887,1529,1358,2959,1469,1490,2752,1422,1330,2736,1446,1290,2583,1343,1240,2547,1275,1272,2612,1310,1302,3140,1570,1570,3651,1790,1861,4088,2033,2055,3565,1796,1769,3108,1554,1554,2377,1165,1212,1640,786,854,1113,495,618,1244,464,780,44.6,43.5,45.5
50,36,17,New York,Chenango County,10,47805,23908,23897,2594,1313,1281,4889,2526,2363,2484,1240,1244,3588,1847,1741,39128,19459,19669,37838,18829,19009,15932,8167,7765,10436,5384,5052,14262,7084,7178,9552,4514,5038,2594,1313,1281,2663,1335,1328,2802,1495,1307,2902,1454,1448,2594,1329,1265,2864,1528,1336,2500,1297,1203,2549,1281,1268,2523,1278,1245,3114,1511,1603,3485,1727,1758,3962,2002,1960,3701,1844,1857,3008,1511,1497,2531,1236,1295,1704,811,893,1084,509,575,1225,447,778,44.8,43.6,45.9
50,36,19,New York,Clinton County,4,81728,41861,39867,4046,2036,2010,7619,3908,3711,3851,1990,1861,11134,5691,5443,68202,34976,33226,66212,33927,32285,34359,18408,15951,20291,11181,9110,23628,12097,11531,11159,4958,6201,4046,2036,2010,4108,2124,1984,4428,2238,2190,6352,3172,3180,7716,4055,3661,5207,2905,2302,4958,2755,2203,4697,2567,2130,5429,2954,2475,6630,3455,3175,6551,3330,3221,5574,2847,2727,4873,2465,2408,3340,1636,1704,2648,1228,1420,2210,985,1225,1605,667,938,1356,442,914,39.4,38.3,40.6
50,36,19,New York,Clinton County,5,81714,41911,39803,3988,2024,1964,7523,3908,3615,3774,1888,1886,11329,5770,5559,68385,35107,33278,66429,34091,32338,34238,18319,15919,20011,11068,8943,23534,12084,11450,11555,5169,6386,3988,2024,1964,4062,2071,1991,4337,2244,2093,6287,3133,3154,7940,4118,3822,5007,2830,2177,5042,2773,2269,4638,2553,2085,5324,2912,2412,6334,3293,3041,6606,3399,3207,5744,2953,2791,4850,2439,2411,3632,1785,1847,2691,1256,1435,2204,980,1224,1596,678,918,1432,470,962,39.5,38.5,40.7
50,36,19,New York,Clinton County,6,81523,41915,39608,3949,1978,1971,7509,3914,3595,3638,1830,1808,11205,5654,5551,68331,35163,33168,66427,34193,32234,33908,18123,15785,19921,11091,8830,23397,12066,11331,11904,5382,6522,3949,1978,1971,4126,2120,2006,4239,2246,1993,6059,2988,3071,7928,4044,3884,4996,2888,2108,5092,2809,2283,4626,2576,2050,5207,2818,2389,5985,3170,2815,6584,3380,3204,5958,3056,2902,4870,2460,2410,3813,1874,1939,2799,1311,1488,2212,1004,1208,1627,691,936,1453,502,951,39.7,38.7,41
50,36,19,New York,Clinton County,7,81463,41863,39600,3994,2014,1980,7365,3802,3563,3565,1823,1742,11399,5682,5717,68349,35100,33249,66539,34224,32315,33706,17996,15710,19645,10989,8656,23132,11938,11194,12363,5615,6748,3994,2014,1980,4085,2099,1986,4183,2201,1982,5960,2933,3027,8101,4074,4027,4909,2883,2026,5085,2795,2290,4673,2620,2053,4978,2691,2287,5615,2992,2623,6533,3380,3153,6086,3079,3007,4898,2487,2411,4075,2001,2074,2881,1363,1518,2228,1007,1221,1680,724,956,1499,520,979,39.7,38.7,41.1
50,36,19,New York,Clinton County,8,80718,41396,39322,3937,1969,1968,7290,3779,3511,3453,1768,1685,11122,5467,5655,67750,34735,33015,66038,33880,32158,33113,17683,15430,19383,10872,8511,22853,11757,11096,12680,5784,6896,3937,1969,1968,4089,2119,1970,4046,2084,1962,5754,2862,2892,7976,3949,4027,4866,2882,1984,4980,2747,2233,4754,2652,2102,4783,2591,2192,5328,2860,2468,6363,3276,3087,6086,3047,3039,5076,2574,2502,4286,2117,2169,2940,1388,1552,2206,988,1218,1691,729,962,1557,562,995,40,38.9,41.3
50,36,19,New York,Clinton County,9,80500,41391,39109,3932,2012,1920,7243,3690,3553,3413,1801,1612,10855,5352,5503,67668,34841,32827,65912,33888,32024,32874,17638,15236,19417,10908,8509,22713,11699,11014,12927,5929,6998,3932,2012,1920,4031,2051,1980,4023,2062,1961,5627,2794,2833,7830,3936,3894,4975,2917,2058,5028,2832,2196,4801,2647,2154,4613,2512,2101,5237,2865,2372,6156,3139,3017,6116,3064,3052,5204,2631,2573,4500,2221,2279,2948,1403,1545,2208,1001,1207,1702,720,982,1569,584,985,40,39,41.4
50,36,19,New York,Clinton County,10,80531,41446,39085,3879,1976,1903,7266,3671,3595,3339,1758,1581,10622,5300,5322,67798,34964,32834,66047,34041,32006,32705,17617,15088,19517,10973,8544,22535,11603,10932,13373,6165,7208,3879,1976,1903,4043,2055,1988,3996,2030,1966,5515,2757,2758,7673,3887,3786,5058,2911,2147,4984,2845,2139,4907,2691,2216,4568,2526,2042,5095,2777,2318,5923,2994,2929,6163,3110,3053,5354,2722,2632,4488,2216,2272,3231,1555,1676,2277,1039,1238,1736,733,1003,1641,622,1019,40.2,39.2,41.6
50,36,21,New York,Columbia County,4,62528,31432,31096,2925,1512,1413,6100,3159,2941,3301,1857,1444,4785,2551,2234,51936,25875,26061,50202,24904,25298,20608,10679,9929,13270,6681,6589,20492,10257,10235,11655,5415,6240,2925,1512,1413,3256,1671,1585,3592,1898,1694,3951,2193,1758,3387,1805,1582,2961,1521,1440,2894,1448,1446,3280,1611,1669,4135,2101,2034,5104,2571,2533,5294,2698,2596,5146,2554,2592,4948,2434,2514,3742,1884,1858,2608,1273,1335,2075,934,1141,1643,742,901,1587,582,1005,45.9,44.9,46.9
50,36,21,New York,Columbia County,5,62449,31383,31066,2832,1447,1385,6048,3137,2911,3201,1813,1388,4823,2557,2266,52035,25948,26087,50368,24986,25382,20447,10586,9861,13162,6620,6542,20216,10132,10084,12167,5677,6490,2832,1447,1385,3247,1693,1554,3540,1848,1692,3830,2147,1683,3455,1819,1636,3049,1587,1462,2933,1458,1475,3143,1529,1614,4037,2046,1991,4902,2469,2433,5279,2687,2592,5184,2589,2595,4851,2387,2464,4066,2024,2042,2791,1370,1421,2045,912,1133,1670,776,894,1595,595,1000,46.3,45.3,47.3
50,36,21,New York,Columbia County,6,62170,31226,30944,2774,1431,1343,5901,3056,2845,3142,1765,1377,4804,2571,2233,51981,25918,26063,50353,24974,25379,20164,10444,9720,12956,6493,6463,20014,10045,9969,12579,5865,6714,2774,1431,1343,3168,1660,1508,3471,1781,1690,3697,2100,1597,3511,1851,1660,3079,1588,1491,2995,1506,1489,3063,1500,1563,3819,1899,1920,4736,2384,2352,5224,2650,2574,5174,2605,2569,4880,2406,2474,4171,2075,2096,3034,1465,1569,2049,926,1123,1684,768,916,1641,631,1010,46.7,45.7,47.7
50,36,21,New York,Columbia County,7,61942,31067,30875,2745,1422,1323,5708,2952,2756,3082,1696,1386,4812,2581,2231,51987,25893,26094,50407,24997,25410,20094,10388,9706,12927,6496,6431,19758,9914,9844,12910,6006,6904,2745,1422,1323,3087,1622,1465,3348,1715,1633,3597,2013,1584,3570,1879,1691,3152,1635,1517,3054,1552,1502,3104,1530,1574,3617,1779,1838,4486,2270,2216,5206,2621,2585,5145,2603,2542,4921,2420,2501,4296,2131,2165,3178,1545,1633,2083,924,1159,1662,761,901,1691,645,1046,47,45.9,48.1
50,36,21,New York,Columbia County,8,61434,30853,30581,2688,1388,1300,5500,2845,2655,2994,1664,1330,4634,2509,2125,51795,25815,25980,50252,24956,25296,19802,10263,9539,12870,6478,6392,19506,9800,9706,13242,6169,7073,2688,1388,1300,2946,1553,1393,3250,1680,1570,3485,1948,1537,3447,1837,1610,3249,1678,1571,3074,1548,1526,3065,1540,1525,3482,1712,1770,4320,2192,2128,5122,2560,2562,5097,2595,2502,4967,2453,2514,4442,2163,2279,3278,1620,1658,2140,965,1175,1610,729,881,1772,692,1080,47.4,46.3,48.6
50,36,21,New York,Columbia County,9,60835,30466,30369,2657,1390,1267,5391,2807,2584,2973,1635,1338,4442,2374,2068,51378,25505,25873,49814,24634,25180,19437,10050,9387,12691,6372,6319,19136,9558,9578,13545,6330,7215,2657,1390,1267,2879,1498,1381,3181,1640,1541,3429,1929,1500,3317,1749,1568,3281,1696,1585,3057,1509,1548,3070,1550,1520,3283,1617,1666,4131,2083,2048,4937,2459,2478,5052,2537,2515,5016,2479,2537,4563,2216,2347,3370,1682,1688,2215,1048,1167,1603,696,907,1794,688,1106,47.8,46.7,49
50,36,21,New York,Columbia County,10,60338,30223,30115,2576,1343,1233,5244,2743,2501,2823,1558,1265,4319,2303,2016,51202,25457,25745,49695,24579,25116,19165,9876,9289,12643,6334,6309,18809,9446,9363,13924,6496,7428,2576,1343,1233,2766,1430,1336,3098,1632,1466,3328,1853,1475,3194,1689,1505,3283,1677,1606,3099,1538,1561,3103,1545,1558,3158,1574,1584,3998,2046,1952,4777,2362,2415,5065,2564,2501,4969,2474,2495,4467,2182,2285,3634,1772,1862,2363,1121,1242,1607,692,915,1853,729,1124,48.2,47.1,49.5
50,36,23,New York,Cortland County,4,49380,24057,25323,2607,1276,1331,5096,2653,2443,2468,1223,1245,8914,4167,4747,40477,19517,20960,39209,18905,20304,21554,10480,11074,10780,5409,5371,12931,6405,6526,6584,2924,3660,2607,1276,1331,2780,1411,1369,2924,1561,1363,4852,2200,2652,5922,2871,3051,2787,1379,1408,2570,1296,1274,2474,1218,1256,2949,1516,1433,3398,1648,1750,3447,1774,1673,3163,1555,1608,2923,1428,1495,2032,978,1054,1507,729,778,1164,521,643,892,388,504,989,308,681,35.5,35.1,35.9
50,36,23,New York,Cortland County,5,49023,23928,25095,2498,1267,1231,5016,2596,2420,2384,1215,1169,8897,4138,4759,40324,19429,20895,39125,18850,20275,21351,10370,10981,10659,5342,5317,12743,6332,6411,6826,3038,3788,2498,1267,1231,2769,1437,1332,2836,1484,1352,4725,2173,2552,5967,2855,3112,2807,1393,1414,2568,1297,1271,2378,1177,1201,2906,1475,1431,3224,1602,1622,3469,1739,1730,3179,1561,1618,2871,1430,1441,2202,1045,1157,1598,767,831,1152,531,621,884,386,498,990,309,681,35.7,35.2,36.2
50,36,23,New York,Cortland County,6,48905,23852,25053,2456,1248,1208,4982,2544,2438,2351,1249,1102,9081,4176,4905,40293,19409,20884,39116,18811,20305,21286,10352,10934,10437,5253,5184,12634,6284,6350,6964,3098,3866,2456,1248,1208,2737,1409,1328,2828,1461,1367,4758,2225,2533,6091,2874,3217,2715,1382,1333,2569,1276,1293,2379,1207,1172,2774,1388,1386,3098,1538,1560,3472,1735,1737,3195,1584,1611,2869,1427,1442,2273,1093,1180,1656,768,888,1183,556,627,874,371,503,978,310,668,35.6,35.2,36
50,36,23,New York,Cortland County,7,48740,23759,24981,2353,1203,1150,4957,2516,2441,2336,1269,1067,8958,4067,4891,40286,19414,20872,39094,18771,20323,21137,10290,10847,10409,5255,5154,12537,6241,6296,7190,3208,3982,2353,1203,1150,2739,1392,1347,2784,1425,1359,4674,2234,2440,6054,2801,3253,2787,1462,1325,2527,1221,1306,2470,1267,1203,2625,1305,1320,2979,1487,1492,3468,1721,1747,3205,1610,1595,2885,1423,1462,2376,1142,1234,1733,801,932,1207,576,631,911,377,534,963,312,651,35.9,35.6,36.3
50,36,23,New York,Cortland County,8,48290,23489,24801,2343,1176,1167,4816,2430,2386,2287,1231,1056,8803,3985,4818,40010,19298,20712,38844,18652,20192,20811,10139,10672,10277,5209,5068,12433,6188,6245,7331,3270,4061,2343,1176,1167,2621,1316,1305,2751,1400,1351,4620,2230,2390,5914,2700,3214,2772,1451,1321,2520,1260,1260,2468,1239,1229,2517,1259,1258,2887,1464,1423,3379,1649,1730,3208,1627,1581,2959,1448,1511,2471,1198,1273,1740,815,925,1218,559,659,939,380,559,963,318,645,36.2,35.9,36.5
50,36,23,New York,Cortland County,9,47915,23339,24576,2393,1235,1158,4690,2386,2304,2239,1173,1066,8778,4007,4771,39752,19179,20573,38593,18545,20048,20578,10033,10545,10096,5108,4988,12250,6103,6147,7469,3327,4142,2393,1235,1158,2497,1251,1246,2728,1390,1338,4597,2220,2377,5885,2705,3180,2712,1413,1299,2561,1271,1290,2465,1250,1215,2358,1174,1184,2855,1465,1390,3231,1570,1661,3230,1637,1593,2934,1431,1503,2588,1239,1349,1750,812,938,1257,580,677,930,373,557,944,323,621,36.2,35.7,36.6
50,36,23,New York,Cortland County,10,47815,23303,24512,2493,1286,1207,4514,2312,2202,2228,1123,1105,8707,4020,4687,39693,19167,20526,38580,18582,19998,20439,9970,10469,10081,5115,4966,12115,6008,6107,7677,3439,4238,2493,1286,1207,2413,1213,1200,2678,1387,1291,4524,2151,2373,5834,2704,3130,2768,1419,1349,2520,1274,1246,2496,1259,1237,2297,1163,1134,2808,1410,1398,3093,1547,1546,3261,1612,1649,2953,1439,1514,2564,1246,1318,1877,869,1008,1319,606,713,950,394,556,967,324,643,36.4,35.8,36.9
50,36,25,New York,Delaware County,4,47584,23900,23684,2414,1212,1202,4355,2171,2184,2365,1275,1090,4835,2635,2200,39714,19931,19783,38450,19242,19208,16082,8392,7690,9416,4759,4657,14753,7434,7319,9446,4414,5032,2414,1212,1202,2315,1161,1154,2574,1287,1287,3709,2039,1670,2957,1594,1363,2218,1132,1086,2218,1108,1110,2168,1106,1062,2812,1413,1399,3378,1671,1707,3848,1911,1937,3752,1929,1823,3775,1923,1852,2950,1503,1447,2252,1106,1146,1694,816,878,1319,571,748,1231,418,813,45.7,44.6,46.7
50,36,25,New York,Delaware County,5,47215,23687,23528,2281,1138,1143,4253,2136,2117,2315,1204,1111,4912,2670,2242,39574,19868,19706,38366,19209,19157,15870,8254,7616,9199,4640,4559,14451,7276,7175,9804,4623,5181,2281,1138,1143,2306,1146,1160,2503,1250,1253,3626,1983,1643,3045,1631,1414,2198,1142,1056,2189,1091,1098,2098,1055,1043,2714,1352,1362,3249,1619,1630,3805,1890,1915,3758,1934,1824,3639,1833,1806,3164,1607,1557,2319,1157,1162,1732,846,886,1328,575,753,1261,438,823,46.1,45.2,46.9
