SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
50,36,39,New York,Greene County,2,47890,25068,22822,2071,1058,1013,3882,1990,1892,1872,1030,842,4089,2654,1435,41055,21549,19506,40065,20990,19075,16494,9363,7131,10977,5910,5067,14128,7227,6901,10871,5199,5672,2071,1058,1013,2096,1086,1010,2230,1135,1095,2572,1587,985,2945,1866,1079,2821,1537,1284,2875,1553,1322,2672,1430,1242,2609,1390,1219,2925,1497,1428,3326,1747,1579,3949,2004,1945,3928,1979,1949,3417,1680,1737,3005,1479,1526,2081,1001,1080,1200,566,634,1168,473,695,46.9,44.6,49.2
50,36,39,New York,Greene County,3,48499,25443,23056,2068,1061,1007,3808,1952,1856,1851,1012,839,4066,2659,1407,41738,21967,19771,40772,21418,19354,16997,9675,7322,11526,6233,5293,14025,7180,6845,11155,5346,5809,2068,1061,1007,2045,1061,984,2209,1120,1089,2530,1565,965,2941,1877,1064,2836,1547,1289,3051,1671,1380,2926,1557,1369,2713,1458,1255,2899,1504,1395,3279,1704,1575,3849,1956,1893,3998,2016,1982,3464,1701,1763,3135,1544,1591,2158,1036,1122,1239,589,650,1159,476,683,46.7,44.3,49.1
50,36,41,New York,Hamilton County,2,5078,2575,2503,138,66,72,325,176,149,205,107,98,282,151,131,4516,2281,2235,4410,2226,2184,1247,629,618,807,396,411,1666,841,825,1655,838,817,138,66,72,177,91,86,195,110,85,237,122,115,203,111,92,192,90,102,172,86,86,223,109,114,220,111,109,280,145,135,324,164,160,491,254,237,571,278,293,582,298,284,492,257,235,294,152,142,146,73,73,141,58,83,56.9,56.7,57.2
50,36,41,New York,Hamilton County,3,5119,2584,2535,142,58,84,337,182,155,197,107,90,283,152,131,4551,2294,2257,4443,2237,2206,1274,643,631,835,408,427,1630,817,813,1695,860,835,142,58,84,192,101,91,186,105,81,233,121,112,206,114,92,190,83,107,186,95,91,214,108,106,245,122,123,263,134,129,318,159,159,471,244,227,578,280,298,588,305,283,503,264,239,311,156,155,159,83,76,134,52,82,57.1,57,57.1
50,36,43,New York,Herkimer County,2,60007,29908,30099,2979,1546,1433,6310,3198,3112,3075,1549,1526,4816,2497,2319,49215,24403,24812,47643,23615,24028,20505,10446,10059,13365,6781,6584,16763,8413,8350,12699,5924,6775,2979,1546,1433,3324,1679,1645,3737,1900,1837,3893,1986,1907,3247,1679,1568,3426,1736,1690,3357,1710,1647,3383,1718,1665,3199,1617,1582,3498,1762,1736,3866,1932,1934,4757,2385,2372,4642,2334,2308,4131,2042,2089,3413,1694,1719,2233,1059,1174,1424,608,816,1498,521,977,44.1,43,45.2
50,36,43,New York,Herkimer County,3,59937,29893,30044,2961,1535,1426,6207,3170,3037,3063,1519,1544,4848,2503,2345,49233,24420,24813,47706,23669,24037,20629,10489,10140,13500,6850,6650,16471,8293,8178,12887,6023,6864,2961,1535,1426,3274,1679,1595,3715,1874,1841,3843,1947,1896,3286,1692,1594,3362,1702,1660,3438,1767,1671,3385,1716,1669,3315,1665,1650,3356,1697,1659,3820,1914,1906,4592,2316,2276,4703,2366,2337,4120,2024,2096,3602,1774,1828,2255,1088,1167,1421,610,811,1489,527,962,44,42.9,45.1
50,36,45,New York,Jefferson County,2,116134,61169,54965,8646,4448,4198,13986,7123,6863,5438,2729,2709,13741,8575,5166,90746,48190,42556,88064,46869,41195,50597,28782,21815,32825,18203,14622,24816,12398,12418,16682,7693,8989,8646,4448,4198,7876,3999,3877,7517,3849,3668,6753,3620,3133,11019,6959,4060,10291,6044,4247,8538,4689,3849,7823,4186,3637,6173,3284,2889,5578,2852,2726,6078,3073,3005,6726,3320,3406,6434,3153,3281,5407,2619,2788,4580,2210,2370,3064,1460,1604,1768,769,999,1863,635,1228,33.5,31.7,35.6
50,36,45,New York,Jefferson County,3,116295,61359,54936,8474,4369,4105,14012,7154,6858,5524,2838,2686,13701,8511,5190,90961,48345,42616,88285,46998,41287,51034,29088,21946,33267,18498,14769,24355,12149,12206,16962,7840,9122,8474,4369,4105,7932,4094,3838,7538,3819,3719,6713,3626,3087,11054,6964,4090,10290,6053,4237,8630,4770,3860,7920,4222,3698,6427,3453,2974,5335,2728,2607,5971,3010,2961,6543,3255,3288,6506,3156,3350,5522,2656,2866,4740,2304,2436,3109,1485,1624,1783,773,1010,1808,622,1186,33.5,31.7,35.7
50,36,47,New York,Kings County,2,2727393,1299815,1427578,190063,96970,93093,307306,158099,149207,125662,63849,61813,210295,101885,108410,2166547,1012472,1154075,2104362,980897,1123465,1184485,575353,609132,880555,425884,454671,620801,289527,331274,392711,163601,229110,190063,96970,93093,175980,90461,85519,163353,83903,79450,145762,74003,71759,158168,75466,82702,239506,113347,126159,252029,123474,128555,211933,103564,108369,177087,85499,91588,160926,76105,84821,154450,72495,81955,156502,72710,83792,148923,68217,80706,126708,56573,70135,103739,45300,58439,64448,26281,38167,47547,18465,29082,50269,16982,33287,35.9,34.7,37.1
50,36,47,New York,Kings County,3,2641052,1257617,1383435,177211,90319,86892,298518,153453,145065,124017,63166,60851,199041,97187,101854,2102456,981733,1120723,2041306,950679,1090627,1126862,547652,579210,835555,403604,431951,606628,282628,324000,400082,167260,232822,177211,90319,86892,170117,87244,82873,160152,82514,77638,142934,72583,70351,148373,71465,76908,218606,103118,115488,239830,117259,122571,203871,99635,104236,173248,83592,89656,154509,72786,81723,152622,71613,81009,152313,70831,81482,147184,67398,79786,127450,56964,70486,107790,47241,60549,66358,27226,39132,47722,18461,29261,50762,17368,33394,36.5,35.2,37.7
50,36,49,New York,Lewis County,2,26538,13544,12994,1634,855,779,3066,1565,1501,1404,725,679,1931,990,941,21125,10757,10368,20434,10399,10035,9002,4610,4392,6026,3082,2944,7395,3845,3550,5082,2482,2600,1634,855,779,1684,865,819,1741,887,854,1586,817,769,1390,711,679,1508,762,746,1501,799,702,1562,793,769,1455,728,727,1524,801,723,1659,882,777,2125,1103,1022,2087,1059,1028,1782,901,881,1245,632,613,869,419,450,603,284,319,583,246,337,42.2,41.8,42.6
50,36,49,New York,Lewis County,3,26573,13563,13010,1578,841,737,3105,1571,1534,1410,735,675,1941,1000,941,21181,10780,10401,20480,10416,10064,9081,4656,4425,6080,3105,2975,7249,3761,3488,5210,2550,2660,1578,841,737,1728,881,847,1727,874,853,1602,839,763,1399,712,687,1502,758,744,1529,800,729,1556,796,760,1493,751,742,1455,747,708,1649,881,768,2011,1032,979,2134,1101,1033,1869,954,915,1315,674,641,864,397,467,612,291,321,550,234,316,42.1,41.8,42.5
50,36,51,New York,Livingston County,2,61699,31226,30473,2596,1311,1285,5546,2854,2692,2786,1408,1378,9170,4364,4806,52175,26356,25819,50771,25653,25118,24552,12752,11800,13282,7328,5954,16771,8530,8241,11548,5431,6117,2596,1311,1285,2898,1498,1400,3334,1704,1630,5114,2448,2666,6156,2976,3180,3225,1847,1378,3239,1798,1441,3534,1866,1668,3284,1817,1467,3353,1796,1557,4004,2012,1992,4746,2399,2347,4668,2323,2345,3891,1944,1947,3099,1517,1582,2009,931,1078,1243,568,675,1306,471,835,41.1,40.5,41.9
50,36,51,New York,Livingston County,3,61578,31298,30280,2590,1328,1262,5484,2843,2641,2754,1394,1360,9188,4384,4804,52149,26440,25709,50750,25733,25017,24673,12865,11808,13403,7421,5982,16364,8361,8003,11795,5567,6228,2590,1328,1262,2881,1495,1386,3275,1682,1593,5072,2439,2633,6198,3005,3193,3273,1855,1418,3163,1796,1367,3550,1902,1648,3417,1868,1549,3175,1713,1462,3934,2024,1910,4571,2294,2277,4684,2330,2354,3996,2011,1985,3232,1593,1639,2049,944,1105,1250,557,693,1268,462,806,41.1,40.4,41.9
50,36,53,New York,Madison County,2,67890,33800,34090,3249,1712,1537,6500,3392,3108,3198,1611,1587,8492,4129,4363,56568,27886,28682,54943,27085,27858,25228,12587,12641,14324,7244,7080,19137,9597,9540,12990,6115,6875,3249,1712,1537,3434,1834,1600,3852,1955,1897,5629,2698,2931,5275,2645,2630,3416,1712,1704,3592,1790,1802,3762,1937,1825,3554,1805,1749,3761,1880,1881,4568,2292,2276,5395,2676,2719,5413,2749,2664,4430,2214,2216,3412,1667,1745,2338,1099,1239,1478,646,832,1332,489,843,42.3,41.6,43.2
50,36,53,New York,Madison County,3,67658,33706,33952,3212,1670,1542,6348,3354,2994,3130,1579,1551,8363,4053,4310,56537,27902,28635,54968,27103,27865,25209,12617,12592,14500,7373,7127,18703,9356,9347,13402,6321,7081,3212,1670,1542,3410,1841,1569,3722,1901,1821,5495,2622,2873,5214,2622,2592,3433,1742,1691,3644,1822,1822,3774,1922,1852,3649,1887,1762,3544,1773,1771,4452,2194,2258,5303,2629,2674,5404,2760,2644,4558,2272,2286,3649,1787,1862,2360,1122,1238,1517,650,867,1318,490,828,42.5,41.8,43.4
50,36,55,New York,Monroe County,2,758554,367941,390613,40480,20521,19959,79840,40787,39053,37038,18943,18095,72744,36476,36268,619953,297355,322598,601196,287690,313506,296811,147122,149689,196218,96350,99868,196793,95195,101598,135441,59669,75772,40480,20521,19959,43213,21950,21263,45816,23484,22332,50967,26168,24799,49626,24604,25022,52120,25769,26351,53638,26511,27127,48275,23756,24519,42185,20314,21871,42257,20284,21973,48751,23687,25064,53735,25932,27803,52050,25292,26758,43929,20858,23071,35625,16345,19280,23879,10497,13382,15090,6256,8834,16918,5713,11205,39.5,38.1,40.8
50,36,55,New York,Monroe County,3,755160,366217,388943,39516,20036,19480,78591,40048,38543,36743,18768,17975,72338,36347,35991,618619,296739,321880,600310,287365,312945,297253,147402,149851,197477,97058,100419,192495,92900,99595,138000,61060,76940,39516,20036,19480,42770,21720,21050,45126,23099,22027,50251,25752,24499,49525,24592,24933,51080,25296,25784,53835,26627,27208,49117,24042,25075,43445,21093,22352,40254,19288,20966,47996,23277,24719,51934,25038,26896,52311,25297,27014,44527,21200,23327,37052,17041,20011,24588,10822,13766,15372,6375,8997,16461,5622,10839,39.6,38.3,40.9
50,36,57,New York,Montgomery County,2,49433,24523,24910,3079,1539,1540,5694,2932,2762,2669,1401,1268,3772,1915,1857,39359,19386,19973,37991,18651,19340,17758,8977,8781,11947,5986,5961,12897,6360,6537,9375,4390,4985,3079,1539,1540,3089,1580,1509,3235,1677,1558,3091,1628,1463,2720,1363,1357,2954,1503,1451,3037,1523,1514,3194,1563,1631,2762,1397,1365,2860,1430,1430,3100,1553,1547,3474,1686,1788,3463,1691,1772,3107,1601,1506,2449,1205,1244,1579,744,835,979,405,574,1261,435,826,40.5,39.6,41.5
50,36,57,New York,Montgomery County,3,49558,24654,24904,3063,1565,1498,5763,2974,2789,2682,1397,1285,3783,1957,1826,39402,19432,19970,38050,18718,19332,17965,9102,8863,12178,6085,6093,12617,6212,6405,9472,4464,5008,3063,1565,1498,3179,1625,1554,3262,1686,1576,3074,1643,1431,2713,1374,1339,2945,1487,1458,3155,1606,1549,3214,1565,1649,2864,1427,1437,2713,1355,1358,3125,1557,1568,3351,1642,1709,3428,1658,1770,3099,1593,1506,2554,1260,1294,1617,773,844,984,410,574,1218,428,790,40.3,39.3,41.3
50,36,59,New York,Nassau County,2,1393978,685354,708624,75124,38698,36426,153658,79130,74528,74041,38122,35919,116725,59532,57193,1128520,548660,579860,1091155,529404,561751,505278,255284,249994,332781,167012,165769,390142,191398,198744,251507,111462,140045,75124,38698,36426,82410,42550,39860,89517,45962,43555,88464,45654,42810,84033,42618,41415,82369,41867,40502,79561,39874,39687,84553,42180,42373,86298,43091,43207,88678,44103,44575,98149,48045,50104,105358,51542,53816,97957,47708,50249,80398,38590,41808,64389,30121,34268,42604,18732,23872,29166,11920,17246,34950,12099,22851,41.8,40.4,43.2
50,36,59,New York,Nassau County,3,1390907,684141,706766,73441,37837,35604,152105,78391,73714,73594,37740,35854,115520,58994,56526,1128843,549184,579659,1091767,530173,561594,506740,255951,250789,335875,168536,167339,384534,188774,195760,255838,113869,141969,73441,37837,35604,81847,42235,39612,88507,45475,43032,87669,45147,42522,83196,42268,40928,83344,42389,40955,80458,40368,40090,84786,42204,42582,87287,43575,43712,86566,43057,43509,96208,47259,48949,103062,50415,52647,98698,48043,50655,81776,39336,42440,66975,31337,35638,43742,19362,24380,29262,11985,17277,34083,11849,22234,41.8,40.5,43.2
50,36,61,New York,New York County,2,1687834,803959,883875,77488,39373,38115,118290,59737,58553,48324,24105,24219,146891,64948,81943,1467928,692810,775118,1443732,680744,762988,795162,383013,412149,612036,299969,312067,397955,196685,201270,286850,119142,167708,77488,39373,38115,67511,34241,33270,62868,31505,31363,72345,33738,38607,110781,49306,61475,184999,87109,97890,179197,88575,90622,137811,69293,68518,110029,54992,55037,101694,50596,51098,102095,51331,50764,100604,50119,50485,93562,44639,48923,84294,38061,46233,74045,31195,42850,53317,21704,31613,36107,14273,21834,39087,13909,25178,38.1,37.6,38.6
50,36,61,New York,New York County,3,1576876,750185,826691,70153,35622,34531,113595,57546,56049,47946,23862,24084,131474,58143,73331,1369094,645036,724058,1345182,633155,712027,711694,343175,368519,544479,267306,277173,380313,187707,192606,288916,119999,168917,70153,35622,34531,63842,32461,31381,61958,31221,30737,71027,33019,38008,96188,42850,53338,156226,73450,82776,158100,78524,79576,126466,63564,62902,103687,51768,51919,94398,46616,47782,98363,49322,49041,96699,48055,48644,90853,43714,47139,83275,37712,45563,75304,31834,43470,54082,21853,32229,36802,14531,22271,39453,14069,25384,39.3,38.7,40
50,36,63,New York,Niagara County,2,212252,104275,107977,10877,5490,5387,21601,10994,10607,10077,5136,4941,16840,8602,8238,174852,85297,89555,169697,82655,87042,75058,37796,37262,50599,25299,25300,60485,29788,30697,41773,18966,22807,10877,5490,5387,11632,5949,5683,12427,6286,6141,12510,6376,6134,11949,6121,5828,12875,6510,6365,13268,6674,6594,12599,6277,6322,11857,5838,6019,12233,6092,6141,14349,7067,7282,16746,8207,8539,17157,8422,8735,14026,6922,7104,11029,5274,5755,7219,3233,3986,4560,1879,2681,4939,1658,3281,43.3,42,44.6
50,36,63,New York,Niagara County,3,211653,103992,107661,10701,5394,5307,21467,10873,10594,9946,5044,4902,16727,8526,8201,174550,85240,89310,169539,82681,86858,75229,37888,37341,51049,25587,25462,59018,29060,29958,42745,19508,23237,10701,5394,5307,11588,5903,5685,12372,6239,6133,12281,6201,6080,11899,6100,5799,12474,6388,6086,13614,6814,6800,12753,6365,6388,12208,6020,6188,11743,5822,5921,14092,7043,7049,16007,7754,8253,17176,8441,8735,14518,7178,7340,11549,5517,6032,7340,3316,4024,4586,1865,2721,4752,1632,3120,43.2,42.1,44.5
50,36,65,New York,Oneida County,2,231695,116201,115494,12688,6578,6110,25442,13001,12441,11605,5962,5643,21302,11301,10001,187794,93666,94128,181960,90660,91300,85220,44469,40751,55196,28686,26510,61410,30969,30441,44052,19704,24348,12688,6578,6110,13849,7109,6740,14476,7372,7104,15236,7896,7340,14788,7887,6901,14172,7473,6699,14248,7330,6918,14020,7308,6712,12756,6575,6181,13458,6836,6622,15078,7692,7386,16694,8415,8279,16180,8026,8154,13784,6696,7088,11520,5457,6063,7638,3454,4184,5099,2098,3001,6011,1999,4012,40.9,39.4,42.5
50,36,65,New York,Oneida County,3,230274,115574,114700,12538,6494,6044,25030,12804,12226,11530,5912,5618,21268,11329,9939,186937,93310,93627,181176,90364,90812,85276,44582,40694,55385,28845,26540,59898,30202,29696,44625,19988,24637,12538,6494,6044,13618,6994,6624,14319,7314,7005,15119,7795,7324,14772,7942,6830,13862,7286,6576,14268,7354,6914,14210,7447,6763,13045,6758,6287,12651,6407,6244,14874,7611,7263,16176,8134,8042,16197,8050,8147,13966,6737,7229,12001,5712,6289,7700,3481,4219,5130,2098,3032,5828,1960,3868,40.9,39.4,42.5
50,36,67,New York,Onondaga County,2,475653,231133,244520,26667,13564,13103,51221,26279,24942,23584,12023,11561,47097,22842,24255,386195,185368,200827,374181,179267,194914,183869,90522,93347,118971,58634,60337,124424,60703,63721,83689,37088,46601,26667,13564,13103,27982,14343,13639,29022,14913,14109,33137,16325,16812,31761,15563,16198,30914,15249,15665,31836,15726,16110,29725,14716,15009,26496,12943,13553,26249,12792,13457,30551,15019,15532,34541,16754,17787,33083,16138,16945,27931,13457,14474,21478,9882,11596,14174,6220,7954,9332,3857,5475,10774,3672,7102,39.4,38.3,40.6
50,36,67,New York,Onondaga County,3,473236,229778,243458,25920,13198,12722,50724,25908,24816,23291,11947,11344,46892,22713,24179,385018,184683,200335,373301,178725,194576,183804,90445,93359,119461,58827,60634,121431,59148,62283,85517,38037,47480,25920,13198,12722,27791,14151,13640,28773,14799,13974,32578,16102,16476,31765,15516,16249,30584,15065,15519,31470,15577,15893,30289,14897,15392,27118,13288,13830,24965,12140,12825,29837,14652,15185,33533,16262,17271,33096,16094,17002,28377,13672,14705,22730,10495,12235,14451,6353,8098,9469,3919,5550,10490,3598,6892,39.6,38.5,40.6
50,36,69,New York,Ontario County,2,112475,55384,57091,5367,2715,2652,11443,5878,5565,5495,2814,2681,9832,4975,4857,93017,45433,47584,90170,43977,46193,39508,19967,19541,25502,12852,12650,31352,15430,15922,23484,10720,12764,5367,2715,2652,6125,3148,2977,6639,3404,3235,7200,3647,3553,6806,3468,3338,6191,3216,2975,6357,3209,3148,6624,3293,3331,6330,3134,3196,6349,3174,3175,7667,3803,3864,8799,4254,4545,8537,4199,4338,7729,3734,3995,6461,3078,3383,4200,1955,2245,2538,1078,1460,2556,875,1681,43.8,42.4,45.3
50,36,69,New York,Ontario County,3,112508,55321,57187,5178,2591,2587,11317,5789,5528,5410,2755,2655,9900,4979,4921,93310,45579,47731,90603,44186,46417,39780,20086,19694,25852,13044,12808,30716,15128,15588,24135,11035,13100,5178,2591,2587,6126,3095,3031,6573,3386,3187,7007,3532,3475,6921,3510,3411,6190,3173,3017,6386,3260,3126,6779,3374,3405,6497,3237,3260,6012,3004,3008,7555,3776,3779,8560,4120,4440,8589,4228,4361,7844,3800,4044,6785,3213,3572,4373,2043,2330,2548,1081,1467,2585,898,1687,43.9,42.6,45.2
50,36,71,New York,Orange County,2,401322,202215,199107,26821,13729,13092,51882,26597,25285,24888,12891,11997,40603,22669,17934,310183,155435,154748,297731,148998,148733,155027,80917,74110,95773,48587,47186,104152,51971,52181,57203,25771,31432,26821,13729,13092,27715,14160,13555,30404,15667,14737,30477,16155,14322,28777,16175,12602,23988,12473,11515,23323,11814,11509,24410,12210,12200,24052,12090,11962,24770,12328,12442,27361,13643,13718,28005,13962,14043,24016,12038,11978,19005,9182,9823,15394,7204,8190,10096,4559,5537,6335,2652,3683,6373,2174,4199,36.9,35.4,38.4
50,36,71,New York,Orange County,3,404525,203875,200650,26794,13725,13069,51879,26538,25341,25087,12983,12104,41000,22842,18158,313271,157117,156154,300765,150629,150136,157814,82341,75473,98008,49762,48246,103193,51506,51687,58564,26519,32045,26794,13725,13069,27955,14255,13700,30205,15529,14676,30812,16370,14442,28994,16209,12785,24109,12555,11554,24022,12126,11896,24984,12560,12424,24893,12521,12372,24049,12019,12030,27199,13644,13555,27675,13773,13902,24270,12070,12200,19392,9481,9911,15993,7449,8544,10323,4660,5663,6535,2733,3802,6321,2196,4125,36.9,35.5,38.4
50,36,73,New York,Orleans County,2,40236,20230,20006,1900,976,924,3831,1960,1871,1910,940,970,3356,1767,1589,33594,16843,16751,32595,16354,16241,14639,7571,7068,9824,5087,4737,11836,5917,5919,7579,3583,3996,1900,976,924,2073,1062,1011,2209,1121,1088,2382,1206,1176,2433,1278,1155,2642,1442,1200,2508,1309,1199,2452,1251,1201,2222,1085,1137,2409,1179,1230,2897,1465,1432,3329,1684,1645,3201,1589,1612,2603,1337,1266,2039,998,1041,1290,594,696,817,363,454,830,291,539,43.4,42.1,44.6
50,36,73,New York,Orleans County,3,40191,20211,19980,1902,968,934,3812,1971,1841,1852,925,927,3326,1752,1574,33589,16823,16766,32625,16347,16278,14772,7663,7109,10040,5211,4829,11478,5717,5761,7781,3667,4114,1902,968,934,2081,1091,990,2177,1105,1072,2309,1175,1134,2423,1277,1146,2660,1429,1231,2595,1367,1228,2483,1279,1204,2302,1136,1166,2251,1085,1166,2844,1441,1403,3175,1600,1575,3208,1591,1617,2713,1390,1323,2121,1031,1090,1320,604,716,804,355,449,823,287,536,43.1,41.7,44.5
50,36,75,New York,Oswego County,2,117351,59083,58268,6305,3166,3139,12488,6468,6020,5939,3072,2867,11716,5982,5734,95617,47927,47690,92619,46377,46242,43766,22331,21435,27586,14041,13545,33298,16819,16479,20019,9535,10484,6305,3166,3139,6694,3487,3207,7269,3745,3524,8425,4263,4162,7755,4027,3728,7020,3613,3407,7271,3725,3546,6867,3480,3387,6428,3223,3205,6766,3374,3392,8251,4135,4116,9557,4868,4689,8724,4442,4282,7013,3546,3467,5443,2696,2747,3491,1630,1861,2110,896,1214,1962,767,1195,40.8,40.1,41.5
50,36,75,New York,Oswego County,3,117387,59096,58291,6230,3135,3095,12435,6438,5997,5892,3035,2857,11677,6001,5676,95778,48004,47774,92830,46488,46342,43988,22455,21533,27883,14171,13712,32704,16487,16217,20566,9829,10737,6230,3135,3095,6746,3489,3257,7153,3701,3452,8357,4228,4129,7748,4056,3692,6884,3499,3385,7415,3795,3620,6929,3547,3382,6655,3330,3325,6389,3218,3171,8097,4020,4077,9276,4702,4574,8942,4547,4395,7180,3666,3514,5777,2822,2955,3503,1638,1865,2154,939,1215,1952,764,1188,40.9,40.1,41.6
50,36,77,New York,Otsego County,2,58351,28467,29884,2402,1254,1148,4625,2396,2229,2191,1056,1135,9635,4381,5254,50303,24331,25972,49133,23761,25372,22896,11098,11798,11584,5911,5673,15313,7596,7717,12601,5873,6728,2402,1254,1148,2497,1296,1201,2642,1350,1292,4934,2202,2732,6378,2985,3393,3020,1521,1499,2806,1456,1350,2966,1505,1461,2792,1429,1363,3003,1502,1501,3542,1766,1776,4258,2132,2126,4510,2196,2314,3990,1927,2063,3366,1677,1689,2282,1068,1214,1460,648,812,1503,553,950,42.6,42.2,43.1
50,36,77,New York,Otsego County,3,58123,28369,29754,2376,1205,1171,4571,2396,2175,2153,1055,1098,9553,4358,5195,50151,24256,25895,49023,23713,25310,22923,11122,11801,11755,5986,5769,14885,7416,7469,12830,5953,6877,2376,1205,1171,2513,1299,1214,2596,1374,1222,4846,2151,2695,6322,2985,3337,3002,1504,1498,2853,1456,1397,2987,1533,1454,2913,1493,1420,2824,1409,1415,3512,1762,1750,4060,2026,2034,4489,2219,2270,4008,1908,2100,3564,1780,1784,2313,1062,1251,1480,653,827,1465,550,915,42.6,42.2,43
50,36,79,New York,Putnam County,2,97660,49202,48458,4403,2223,2180,9549,4928,4621,5178,2616,2562,7916,4184,3732,81195,40774,40421,78530,39435,39095,34414,17906,16508,22563,11744,10819,30316,15288,15028,17735,8219,9516,4403,2223,2180,4970,2548,2422,5822,3018,2804,6077,3106,2971,5774,3056,2718,5427,2873,2554,5306,2723,2583,6010,3175,2835,5820,2973,2847,6645,3372,3273,7748,3918,3830,8506,4256,4250,7417,3742,3675,5957,2937,3020,4662,2275,2387,3300,1531,1769,1966,836,1130,1850,640,1210,44.3,43.1,45.5
50,36,79,New York,Putnam County,3,97936,49343,48593,4404,2196,2208,9374,4853,4521,5066,2584,2482,7798,4093,3705,81688,41012,40676,79092,39710,39382,34992,18216,16776,23343,12168,11175,29738,15009,14729,18213,8440,9773,4404,2196,2208,4907,2546,2361,5682,2936,2746,5947,3049,2898,5702,2999,2703,5589,2973,2616,5540,2829,2711,6188,3258,2930,6026,3108,2918,6330,3228,3102,7601,3849,3752,8300,4151,4149,7507,3781,3726,6111,3004,3107,4852,2346,2506,3369,1564,1805,2018,868,1150,1863,658,1205,44.1,43,45.3
50,36,81,New York,Queens County,2,2395791,1171103,1224688,141686,72431,69255,239338,122784,116554,102725,52843,49882,175022,87145,87877,1963753,949609,1014144,1912042,923045,988997,953025,477779,475246,700772,350942,349830,641309,314325,326984,394939,170633,224306,141686,72431,69255,136209,69741,66468,128623,66194,62429,122720,63249,59471,129533,63588,65945,180123,88650,91473,192108,97350,94758,171088,86679,84409,157453,78263,79190,155289,77102,78187,161783,79900,81883,167298,81808,85490,156939,75515,81424,128983,60251,68732,100882,45341,55541,66802,28407,38395,47817,19194,28623,50455,17440,33015,39.9,38.7,41.1
50,36,81,New York,Queens County,3,2331143,1139130,1192013,132236,67576,64660,232509,119284,113225,100764,51877,48887,167690,83947,83743,1916210,926366,989844,1865634,900393,965241,909966,456654,453312,666762,333867,332895,626552,306882,319670,404630,175697,228933,132236,67576,64660,131835,67422,64413,125924,64899,61025,119773,61850,57923,123431,60937,62494,165488,81308,84180,183561,92787,90774,164665,83675,80990,153048,76097,76951,148226,73158,75068,158829,78429,80400,163513,79983,83530,155984,75312,80672,131709,61793,69916,105169,47404,57765,68052,29209,38843,48571,19388,29183,51129,17903,33226,40.6,39.3,41.9
50,36,83,New York,Rensselaer County,2,160923,79991,80932,8111,4224,3887,15873,8162,7711,7324,3700,3624,15466,8506,6960,133322,65740,67582,129615,63905,65710,63392,32491,30901,42410,21221,21189,43265,21196,22069,28474,12982,15492,8111,4224,3887,8534,4353,4181,9147,4745,4402,10559,5696,4863,10423,5574,4849,11000,5612,5388,11355,5623,5732,10540,5227,5313,9515,4759,4756,9421,4692,4729,10574,5197,5377,11825,5720,6105,11445,5587,5858,9739,4780,4959,7813,3732,4081,4720,2140,2580,3001,1251,1750,3201,1079,2122,40.4,39,41.8
50,36,83,New York,Rensselaer County,3,160232,79668,80564,7928,4131,3797,15626,8076,7550,7220,3699,3521,15283,8364,6919,133081,65604,67477,129458,63762,65696,63411,32467,30944,42740,21349,21391,42383,20774,21609,29052,13275,15777,7928,4131,3797,8427,4284,4143,9031,4737,4294,10306,5571,4735,10365,5547,4818,10901,5547,5354,11365,5667,5698,10690,5255,5435,9784,4880,4904,9025,4503,4522,10449,5207,5242,11453,5488,5965,11456,5576,5880,9860,4794,5066,8177,3918,4259,4891,2252,2639,2976,1244,1732,3148,1067,2081,40.5,39.1,41.9
