,Week Ending Date,County,Season,FIPS,Count
3052,2021-11-20,TOMPKINS,2021-2022,36109,77
3053,2021-11-20,LEWIS,2021-2022,36049,1
3054,2021-11-20,STEUBEN,2021-2022,36101,0
3055,2021-11-20,CAYUGA,2021-2022,36011,4
3056,2021-11-20,WYOMING,2021-2022,36121,0
3057,2021-11-20,CLINTON,2021-2022,36019,18
3058,2021-11-20,FULTON,2021-2022,36035,0
3059,2021-11-20,QUEENS,2021-2022,36081,44
3060,2021-11-20,OSWEGO,2021-2022,36075,0
3061,2021-11-20,ONONDAGA,2021-2022,36067,202
3062,2021-11-20,GREENE,2021-2022,36039,0
3063,2021-11-20,KINGS,2021-2022,36047,27
3064,2021-11-20,DUTCHESS,2021-2022,36027,14
3065,2021-11-20,BRONX,2021-2022,36005,31
3066,2021-11-20,PUTNAM,2021-2022,36079,16
3067,2021-11-20,ROCKLAND,2021-2022,36087,13
3068,2021-11-20,ORLEANS,2021-2022,36073,0
3069,2021-11-20,SENECA,2021-2022,36099,4
3070,2021-11-20,JEFFERSON,2021-2022,36045,7
3071,2021-11-20,NEW YORK,2021-2022,36061,32
3072,2021-11-20,HERKIMER,2021-2022,36043,1
3073,2021-11-20,SCHENECTADY,2021-2022,36093,5
3074,2021-11-20,HAMILTON,2021-2022,36041,0
3075,2021-11-20,ONTARIO,2021-2022,36069,5
3076,2021-11-20,SUFFOLK,2021-2022,36103,84
3077,2021-11-20,FRANKLIN,2021-2022,36033,1
3078,2021-11-20,TIOGA,2021-2022,36107,2
3079,2021-11-20,COLUMBIA,2021-2022,36021,2
3080,2021-11-20,WASHINGTON,2021-2022,36115,5
3081,2021-11-20,GENESEE,2021-2022,36037,1
3082,2021-11-20,ERIE,2021-2022,36029,13
3083,2021-11-20,NIAGARA,2021-2022,36063,3
3084,2021-11-20,MADISON,2021-2022,36053,1
3085,2021-11-20,ALBANY,2021-2022,36001,11
3086,2021-11-20,BROOME,2021-2022,36007,19
3087,2021-11-20,SARATOGA,2021-2022,36091,9
3088,2021-11-20,CHENANGO,2021-2022,36017,0
3089,2021-11-20,CORTLAND,2021-2022,36023,19
3090,2021-11-20,LIVINGSTON,2021-2022,36051,0
3091,2021-11-20,ULSTER,2021-2022,36111,7
3092,2021-11-20,ALLEGANY,2021-2022,36003,5
3093,2021-11-20,ESSEX,2021-2022,36031,17
3094,2021-11-20,SULLIVAN,2021-2022,36105,1
3095,2021-11-20,WAYNE,2021-2022,36117,1
3096,2021-11-20,RICHMOND,2021-2022,36085,22
3097,2021-11-20,ORANGE,2021-2022,36071,57
3098,2021-11-20,DELAWARE,2021-2022,36025,1
3099,2021-11-20,ONEIDA,2021-2022,36065,6
3100,2021-11-27,WAYNE,2021-2022,36117,0
3101,2021-11-27,ALBANY,2021-2022,36001,16
3102,2021-11-27,HAMILTON,2021-2022,36041,0
3103,2021-11-27,COLUMBIA,2021-2022,36021,0
3104,2021-11-27,GENESEE,2021-2022,36037,3
3105,2021-11-27,TIOGA,2021-2022,36107,0
3106,2021-11-27,FULTON,2021-2022,36035,0
3107,2021-11-27,NASSAU,2021-2022,36059,140
3108,2021-11-27,CORTLAND,2021-2022,36023,15
3109,2021-11-27,RENSSELAER,2021-2022,36083,4
3110,2021-11-27,GREENE,2021-2022,36039,1
3111,2021-11-27,BROOME,2021-2022,36007,10
3112,2021-11-27,DUTCHESS,2021-2022,36027,26
3113,2021-11-27,SENECA,2021-2022,36099,2
3114,2021-11-27,SCHOHARIE,2021-2022,36095,0
3115,2021-11-27,SARATOGA,2021-2022,36091,9
3116,2021-11-27,MADISON,2021-2022,36053,0
3117,2021-11-27,ERIE,2021-2022,36029,10
3118,2021-11-27,CHENANGO,2021-2022,36017,2
3119,2021-11-27,LIVINGSTON,2021-2022,36051,1
3120,2021-11-27,ESSEX,2021-2022,36031,7
3121,2021-11-27,DELAWARE,2021-2022,36025,7
3122,2021-11-27,RICHMOND,2021-2022,36085,14
3123,2021-11-27,SULLIVAN,2021-2022,36105,5
3124,2021-11-27,MONROE,2021-2022,36055,48
3125,2021-11-27,WASHINGTON,2021-2022,36115,0
3126,2021-11-27,WESTCHESTER,2021-2022,36119,150
3127,2021-11-27,BRONX,2021-2022,36005,51
3128,2021-11-27,LEWIS,2021-2022,36049,0
3129,2021-11-27,TOMPKINS,2021-2022,36109,25
3130,2021-11-27,SUFFOLK,2021-2022,36103,130
3131,2021-11-27,CLINTON,2021-2022,36019,6
3132,2021-11-27,MONTGOMERY,2021-2022,36057,0
3133,2021-11-27,CHEMUNG,2021-2022,36015,1
3134,2021-11-27,KINGS,2021-2022,36047,32
3135,2021-11-27,ROCKLAND,2021-2022,36087,37
3136,2021-11-27,JEFFERSON,2021-2022,36045,10
3137,2021-11-27,FRANKLIN,2021-2022,36033,1
3138,2021-11-27,SCHENECTADY,2021-2022,36093,1
3139,2021-11-27,STEUBEN,2021-2022,36101,0
3140,2021-11-27,NEW YORK,2021-2022,36061,43
3141,2021-11-27,HERKIMER,2021-2022,36043,3
3142,2021-11-27,WYOMING,2021-2022,36121,0
3143,2021-11-27,CAYUGA,2021-2022,36011,3
3144,2021-11-27,ONONDAGA,2021-2022,36067,80
3145,2021-11-27,QUEENS,2021-2022,36081,61
3146,2021-11-27,ALLEGANY,2021-2022,36003,0
3147,2021-11-27,WARREN,2021-2022,36113,10
3148,2021-11-27,CATTARAUGUS,2021-2022,36009,17
3149,2021-11-27,YATES,2021-2022,36123,0
3150,2021-11-27,SCHUYLER,2021-2022,36097,2
3151,2021-11-27,ST LAWRENCE,2021-2022,36089,5
3152,2021-11-27,ORLEANS,2021-2022,36073,0
3153,2021-11-27,NIAGARA,2021-2022,36063,5
3154,2021-11-27,ONTARIO,2021-2022,36069,6
3155,2021-11-27,PUTNAM,2021-2022,36079,29
3156,2021-11-27,OSWEGO,2021-2022,36075,2
3157,2021-11-27,OTSEGO,2021-2022,36077,7
3158,2021-11-27,ONEIDA,2021-2022,36065,3
3159,2021-11-27,ORANGE,2021-2022,36071,74
3160,2021-11-27,ULSTER,2021-2022,36111,17
3161,2021-11-27,CHAUTAUQUA,2021-2022,36013,6
3162,2021-12-04,OSWEGO,2021-2022,36075,1
3163,2021-12-04,HERKIMER,2021-2022,36043,6
3164,2021-12-04,SARATOGA,2021-2022,36091,14
3165,2021-12-04,MONROE,2021-2022,36055,102
3166,2021-12-04,NASSAU,2021-2022,36059,389
3167,2021-12-04,FULTON,2021-2022,36035,3
3168,2021-12-04,BROOME,2021-2022,36007,47
3169,2021-12-04,STEUBEN,2021-2022,36101,5
3170,2021-12-04,ALBANY,2021-2022,36001,26
3171,2021-12-04,ROCKLAND,2021-2022,36087,120
3172,2021-12-04,ESSEX,2021-2022,36031,12
3173,2021-12-04,ULSTER,2021-2022,36111,9
3174,2021-12-04,JEFFERSON,2021-2022,36045,21
3175,2021-12-04,ERIE,2021-2022,36029,47
3176,2021-12-04,PUTNAM,2021-2022,36079,61
3177,2021-12-04,ST LAWRENCE,2021-2022,36089,1
3178,2021-12-04,YATES,2021-2022,36123,1
3179,2021-12-04,SCHOHARIE,2021-2022,36095,3
3180,2021-12-04,ONONDAGA,2021-2022,36067,86
3181,2021-12-04,WASHINGTON,2021-2022,36115,3
3182,2021-12-04,ALLEGANY,2021-2022,36003,3
3183,2021-12-04,FRANKLIN,2021-2022,36033,1
3184,2021-12-04,KINGS,2021-2022,36047,130
3185,2021-12-04,SCHENECTADY,2021-2022,36093,1
3186,2021-12-04,ONEIDA,2021-2022,36065,39
3187,2021-12-04,BRONX,2021-2022,36005,110
3188,2021-12-04,ORLEANS,2021-2022,36073,0
3189,2021-12-04,CHAUTAUQUA,2021-2022,36013,20
3190,2021-12-04,SENECA,2021-2022,36099,7
3191,2021-12-04,CHEMUNG,2021-2022,36015,3
3192,2021-12-04,MONTGOMERY,2021-2022,36057,4
3193,2021-12-04,SULLIVAN,2021-2022,36105,11
3194,2021-12-04,DELAWARE,2021-2022,36025,4
3195,2021-12-04,CAYUGA,2021-2022,36011,7
3196,2021-12-04,TIOGA,2021-2022,36107,13
3197,2021-12-04,CORTLAND,2021-2022,36023,20
3198,2021-12-04,WESTCHESTER,2021-2022,36119,415
3199,2021-12-04,NIAGARA,2021-2022,36063,27
3200,2021-12-04,MADISON,2021-2022,36053,12
3201,2021-12-04,WAYNE,2021-2022,36117,13
3202,2021-12-04,CLINTON,2021-2022,36019,14
3203,2021-12-04,RENSSELAER,2021-2022,36083,10
3204,2021-12-04,HAMILTON,2021-2022,36041,0
3205,2021-12-04,COLUMBIA,2021-2022,36021,3
3206,2021-12-04,SCHUYLER,2021-2022,36097,2
3207,2021-12-04,CATTARAUGUS,2021-2022,36009,16
3208,2021-12-04,OTSEGO,2021-2022,36077,17
3209,2021-12-04,ORANGE,2021-2022,36071,141
3210,2021-12-04,ONTARIO,2021-2022,36069,20
3211,2021-12-04,GENESEE,2021-2022,36037,5
3212,2021-12-04,DUTCHESS,2021-2022,36027,68
3213,2021-12-04,GREENE,2021-2022,36039,1
3214,2021-12-04,RICHMOND,2021-2022,36085,45
3215,2021-12-04,WYOMING,2021-2022,36121,1
3216,2021-12-04,LEWIS,2021-2022,36049,0
3217,2021-12-04,SUFFOLK,2021-2022,36103,410
3218,2021-12-04,QUEENS,2021-2022,36081,140
3219,2021-12-04,LIVINGSTON,2021-2022,36051,2
3220,2021-12-04,CHENANGO,2021-2022,36017,15
3221,2021-12-04,TOMPKINS,2021-2022,36109,41
3222,2021-12-04,NEW YORK,2021-2022,36061,123
3223,2021-12-04,WARREN,2021-2022,36113,5
3224,2021-12-11,CHAUTAUQUA,2021-2022,36013,14
3225,2021-12-11,CHENANGO,2021-2022,36017,4
3226,2021-12-11,SUFFOLK,2021-2022,36103,573
3227,2021-12-11,WASHINGTON,2021-2022,36115,3
3228,2021-12-11,ORANGE,2021-2022,36071,281
3229,2021-12-11,GREENE,2021-2022,36039,1
3230,2021-12-11,WAYNE,2021-2022,36117,12
3231,2021-12-11,OSWEGO,2021-2022,36075,5
3232,2021-12-11,MONTGOMERY,2021-2022,36057,4
3233,2021-12-11,ESSEX,2021-2022,36031,14
3234,2021-12-11,ROCKLAND,2021-2022,36087,184
3235,2021-12-11,HAMILTON,2021-2022,36041,1
3236,2021-12-11,CAYUGA,2021-2022,36011,4
3237,2021-12-11,NIAGARA,2021-2022,36063,29
3238,2021-12-11,RICHMOND,2021-2022,36085,123
3239,2021-12-11,TIOGA,2021-2022,36107,14
3240,2021-12-11,WARREN,2021-2022,36113,6
3241,2021-12-11,BROOME,2021-2022,36007,72
3242,2021-12-11,FULTON,2021-2022,36035,2
3243,2021-12-11,TOMPKINS,2021-2022,36109,25
3244,2021-12-11,MONROE,2021-2022,36055,115
3245,2021-12-11,ONTARIO,2021-2022,36069,35
3246,2021-12-11,HERKIMER,2021-2022,36043,7
3247,2021-12-11,PUTNAM,2021-2022,36079,81
3248,2021-12-11,GENESEE,2021-2022,36037,8
3249,2021-12-11,ORLEANS,2021-2022,36073,4
3250,2021-12-11,COLUMBIA,2021-2022,36021,9
3251,2021-12-11,ALBANY,2021-2022,36001,50
3252,2021-12-11,CORTLAND,2021-2022,36023,12
3253,2021-12-11,SCHENECTADY,2021-2022,36093,9
3254,2021-12-11,ONEIDA,2021-2022,36065,52
3255,2021-12-11,FRANKLIN,2021-2022,36033,2
3256,2021-12-11,MADISON,2021-2022,36053,83
3257,2021-12-11,LIVINGSTON,2021-2022,36051,25
3258,2021-12-11,JEFFERSON,2021-2022,36045,30
3259,2021-12-11,ALLEGANY,2021-2022,36003,17
3260,2021-12-11,NEW YORK,2021-2022,36061,178
3261,2021-12-11,SCHUYLER,2021-2022,36097,2
3262,2021-12-11,SCHOHARIE,2021-2022,36095,4
3263,2021-12-11,DELAWARE,2021-2022,36025,19
3264,2021-12-11,ONONDAGA,2021-2022,36067,165
3265,2021-12-11,RENSSELAER,2021-2022,36083,21
3266,2021-12-11,CLINTON,2021-2022,36019,15
3267,2021-12-11,NASSAU,2021-2022,36059,623
3268,2021-12-11,WESTCHESTER,2021-2022,36119,444
3269,2021-12-11,SARATOGA,2021-2022,36091,21
3270,2021-12-11,LEWIS,2021-2022,36049,4
3271,2021-12-11,SENECA,2021-2022,36099,4
3272,2021-12-11,BRONX,2021-2022,36005,171
3273,2021-12-11,KINGS,2021-2022,36047,562
3274,2021-12-11,ST LAWRENCE,2021-2022,36089,15
3275,2021-12-11,QUEENS,2021-2022,36081,297
3276,2021-12-11,OTSEGO,2021-2022,36077,37
3277,2021-12-11,DUTCHESS,2021-2022,36027,113
3278,2021-12-11,CATTARAUGUS,2021-2022,36009,20
3279,2021-12-11,ULSTER,2021-2022,36111,25
3280,2021-12-11,YATES,2021-2022,36123,1
3281,2021-12-11,SULLIVAN,2021-2022,36105,13
3282,2021-12-11,CHEMUNG,2021-2022,36015,6
3283,2021-12-11,ERIE,2021-2022,36029,92
3284,2021-12-11,STEUBEN,2021-2022,36101,7
3285,2021-12-11,WYOMING,2021-2022,36121,1
3286,2021-12-18,WESTCHESTER,2021-2022,36119,687
3287,2021-12-18,ST LAWRENCE,2021-2022,36089,121
3288,2021-12-18,NASSAU,2021-2022,36059,986
3289,2021-12-18,BRONX,2021-2022,36005,321
3290,2021-12-18,MONROE,2021-2022,36055,220
3291,2021-12-18,LIVINGSTON,2021-2022,36051,70
3292,2021-12-18,PUTNAM,2021-2022,36079,89
3293,2021-12-18,FULTON,2021-2022,36035,3
3294,2021-12-18,YATES,2021-2022,36123,8
3295,2021-12-18,RICHMOND,2021-2022,36085,207
3296,2021-12-18,SARATOGA,2021-2022,36091,38
3297,2021-12-18,QUEENS,2021-2022,36081,533
3298,2021-12-18,CATTARAUGUS,2021-2022,36009,15
3299,2021-12-18,TOMPKINS,2021-2022,36109,17
3300,2021-12-18,DUTCHESS,2021-2022,36027,150
3301,2021-12-18,COLUMBIA,2021-2022,36021,11
3302,2021-12-18,SCHOHARIE,2021-2022,36095,10
3303,2021-12-18,WARREN,2021-2022,36113,25
3304,2021-12-18,NIAGARA,2021-2022,36063,31
3305,2021-12-18,SENECA,2021-2022,36099,9
3306,2021-12-18,CORTLAND,2021-2022,36023,20
3307,2021-12-18,CAYUGA,2021-2022,36011,9
3308,2021-12-18,STEUBEN,2021-2022,36101,15
3309,2021-12-18,SULLIVAN,2021-2022,36105,30
3310,2021-12-18,JEFFERSON,2021-2022,36045,35
3311,2021-12-18,CLINTON,2021-2022,36019,35
3312,2021-12-18,MADISON,2021-2022,36053,99
3313,2021-12-18,SCHUYLER,2021-2022,36097,3
3314,2021-12-18,RENSSELAER,2021-2022,36083,20
3315,2021-12-18,WAYNE,2021-2022,36117,12
3316,2021-12-18,ORLEANS,2021-2022,36073,3
3317,2021-12-18,OSWEGO,2021-2022,36075,14
3318,2021-12-18,GENESEE,2021-2022,36037,14
3319,2021-12-18,BROOME,2021-2022,36007,78
3320,2021-12-18,WASHINGTON,2021-2022,36115,12
3321,2021-12-18,TIOGA,2021-2022,36107,23
3322,2021-12-18,NEW YORK,2021-2022,36061,244
3323,2021-12-18,CHENANGO,2021-2022,36017,3
3324,2021-12-18,ONONDAGA,2021-2022,36067,169
3325,2021-12-18,CHAUTAUQUA,2021-2022,36013,10
3326,2021-12-18,ROCKLAND,2021-2022,36087,972
3327,2021-12-18,WYOMING,2021-2022,36121,2
3328,2021-12-18,ESSEX,2021-2022,36031,24
3329,2021-12-18,CHEMUNG,2021-2022,36015,13
3330,2021-12-18,MONTGOMERY,2021-2022,36057,9
3331,2021-12-18,ULSTER,2021-2022,36111,47
3332,2021-12-18,ALLEGANY,2021-2022,36003,62
3333,2021-12-18,GREENE,2021-2022,36039,4
3334,2021-12-18,DELAWARE,2021-2022,36025,21
3335,2021-12-18,ONTARIO,2021-2022,36069,52
3336,2021-12-18,HAMILTON,2021-2022,36041,2
3337,2021-12-18,HERKIMER,2021-2022,36043,33
3338,2021-12-18,OTSEGO,2021-2022,36077,37
3339,2021-12-18,FRANKLIN,2021-2022,36033,8
3340,2021-12-18,ORANGE,2021-2022,36071,476
3341,2021-12-18,SUFFOLK,2021-2022,36103,914
3342,2021-12-18,LEWIS,2021-2022,36049,6
3343,2021-12-18,ONEIDA,2021-2022,36065,104
3344,2021-12-18,KINGS,2021-2022,36047,1664
3345,2021-12-18,SCHENECTADY,2021-2022,36093,10
3346,2021-12-18,ALBANY,2021-2022,36001,42
3347,2021-12-18,ERIE,2021-2022,36029,125
3348,2021-12-25,OTSEGO,2021-2022,36077,8
3349,2021-12-25,LIVINGSTON,2021-2022,36051,33
3350,2021-12-25,NIAGARA,2021-2022,36063,0
3351,2021-12-25,WAYNE,2021-2022,36117,20
3352,2021-12-25,ONTARIO,2021-2022,36069,36
3353,2021-12-25,ST LAWRENCE,2021-2022,36089,51
3354,2021-12-25,BRONX,2021-2022,36005,274
3355,2021-12-25,NEW YORK,2021-2022,36061,190
3356,2021-12-25,CORTLAND,2021-2022,36023,5
3357,2021-12-25,LEWIS,2021-2022,36049,11
3358,2021-12-25,GREENE,2021-2022,36039,5
3359,2021-12-25,TIOGA,2021-2022,36107,5
3360,2021-12-25,QUEENS,2021-2022,36081,611
3361,2021-12-25,COLUMBIA,2021-2022,36021,3
3362,2021-12-25,HAMILTON,2021-2022,36041,1
3363,2021-12-25,SENECA,2021-2022,36099,8
3364,2021-12-25,ORANGE,2021-2022,36071,436
3365,2021-12-25,MADISON,2021-2022,36053,35
3366,2021-12-25,WESTCHESTER,2021-2022,36119,334
3367,2021-12-25,WYOMING,2021-2022,36121,2
3368,2021-12-25,CHENANGO,2021-2022,36017,3
3369,2021-12-25,BROOME,2021-2022,36007,27
3370,2021-12-25,JEFFERSON,2021-2022,36045,36
3371,2021-12-25,ORLEANS,2021-2022,36073,5
3372,2021-12-25,PUTNAM,2021-2022,36079,21
3373,2021-12-25,RENSSELAER,2021-2022,36083,14
3374,2021-12-25,GENESEE,2021-2022,36037,9
3375,2021-12-25,HERKIMER,2021-2022,36043,5
3376,2021-12-25,ERIE,2021-2022,36029,64
3377,2021-12-25,SCHENECTADY,2021-2022,36093,5
3378,2021-12-25,KINGS,2021-2022,36047,1685
3379,2021-12-25,ONEIDA,2021-2022,36065,77
3380,2021-12-25,FRANKLIN,2021-2022,36033,2
3381,2021-12-25,YATES,2021-2022,36123,2
3382,2021-12-25,DELAWARE,2021-2022,36025,6
3383,2021-12-25,SUFFOLK,2021-2022,36103,447
3384,2021-12-25,ONONDAGA,2021-2022,36067,52
3385,2021-12-25,WASHINGTON,2021-2022,36115,7
3386,2021-12-25,ALBANY,2021-2022,36001,18
3387,2021-12-25,ROCKLAND,2021-2022,36087,620
3388,2021-12-25,CHAUTAUQUA,2021-2022,36013,3
3389,2021-12-25,ESSEX,2021-2022,36031,12
3390,2021-12-25,MONTGOMERY,2021-2022,36057,2
3391,2021-12-25,ULSTER,2021-2022,36111,10
3392,2021-12-25,CHEMUNG,2021-2022,36015,4
3393,2021-12-25,MONROE,2021-2022,36055,155
3394,2021-12-25,OSWEGO,2021-2022,36075,14
3395,2021-12-25,FULTON,2021-2022,36035,1
3396,2021-12-25,CATTARAUGUS,2021-2022,36009,5
3397,2021-12-25,TOMPKINS,2021-2022,36109,5
3398,2021-12-25,DUTCHESS,2021-2022,36027,101
3399,2021-12-25,SCHOHARIE,2021-2022,36095,5
3400,2021-12-25,WARREN,2021-2022,36113,16
3401,2021-12-25,CAYUGA,2021-2022,36011,1
3402,2021-12-25,SCHUYLER,2021-2022,36097,0
3403,2021-12-25,STEUBEN,2021-2022,36101,5
3404,2021-12-25,CLINTON,2021-2022,36019,7
3405,2021-12-25,SULLIVAN,2021-2022,36105,34
3406,2021-12-25,SARATOGA,2021-2022,36091,4
3407,2021-12-25,ALLEGANY,2021-2022,36003,5
3408,2021-12-25,RICHMOND,2021-2022,36085,161
3409,2021-12-25,NASSAU,2021-2022,36059,495
3410,2022-01-01,KINGS,2021-2022,36047,1353
3411,2022-01-01,ONTARIO,2021-2022,36069,25
3412,2022-01-01,LIVINGSTON,2021-2022,36051,13
3413,2022-01-01,RICHMOND,2021-2022,36085,150
3414,2022-01-01,JEFFERSON,2021-2022,36045,47
3415,2022-01-01,ONONDAGA,2021-2022,36067,182
3416,2022-01-01,ROCKLAND,2021-2022,36087,776
3417,2022-01-01,WASHINGTON,2021-2022,36115,13
3418,2022-01-01,QUEENS,2021-2022,36081,444
3419,2022-01-01,LEWIS,2021-2022,36049,12
3420,2022-01-01,HERKIMER,2021-2022,36043,34
3421,2022-01-01,WYOMING,2021-2022,36121,2
3422,2022-01-01,BROOME,2021-2022,36007,3
3423,2022-01-01,ALLEGANY,2021-2022,36003,7
3424,2022-01-01,ONEIDA,2021-2022,36065,85
3425,2022-01-01,COLUMBIA,2021-2022,36021,3
3426,2022-01-01,HAMILTON,2021-2022,36041,0
3427,2022-01-01,CLINTON,2021-2022,36019,23
3428,2022-01-01,GREENE,2021-2022,36039,1
3429,2022-01-01,BRONX,2021-2022,36005,180
3430,2022-01-01,CAYUGA,2021-2022,36011,12
3431,2022-01-01,SCHOHARIE,2021-2022,36095,3
3432,2022-01-01,SUFFOLK,2021-2022,36103,221
3433,2022-01-01,CORTLAND,2021-2022,36023,3
3434,2022-01-01,CATTARAUGUS,2021-2022,36009,12
3435,2022-01-01,SCHUYLER,2021-2022,36097,1
3436,2022-01-01,SCHENECTADY,2021-2022,36093,14
3437,2022-01-01,SARATOGA,2021-2022,36091,16
3438,2022-01-01,GENESEE,2021-2022,36037,12
3439,2022-01-01,NASSAU,2021-2022,36059,276
3440,2022-01-01,ULSTER,2021-2022,36111,7
3441,2022-01-01,ALBANY,2021-2022,36001,36
3442,2022-01-01,RENSSELAER,2021-2022,36083,2
3443,2022-01-01,STEUBEN,2021-2022,36101,11
3444,2022-01-01,ERIE,2021-2022,36029,68
3445,2022-01-01,YATES,2021-2022,36123,0
3446,2022-01-01,FULTON,2021-2022,36035,2
3447,2022-01-01,DELAWARE,2021-2022,36025,56
3448,2022-01-01,MONROE,2021-2022,36055,119
3449,2022-01-01,ORLEANS,2021-2022,36073,3
3450,2022-01-01,WARREN,2021-2022,36113,15
3451,2022-01-01,DUTCHESS,2021-2022,36027,52
3452,2022-01-01,PUTNAM,2021-2022,36079,29
3453,2022-01-01,SENECA,2021-2022,36099,12
3454,2022-01-01,TIOGA,2021-2022,36107,3
3455,2022-01-01,OTSEGO,2021-2022,36077,8
3456,2022-01-01,CHEMUNG,2021-2022,36015,10
3457,2022-01-01,TOMPKINS,2021-2022,36109,4
3458,2022-01-01,FRANKLIN,2021-2022,36033,1
3459,2022-01-01,MONTGOMERY,2021-2022,36057,5
3460,2022-01-01,ORANGE,2021-2022,36071,261
3461,2022-01-01,CHAUTAUQUA,2021-2022,36013,19
3462,2022-01-01,NEW YORK,2021-2022,36061,100
3463,2022-01-01,SULLIVAN,2021-2022,36105,44
3464,2022-01-01,WESTCHESTER,2021-2022,36119,130
3465,2022-01-01,CHENANGO,2021-2022,36017,0
3466,2022-01-01,NIAGARA,2021-2022,36063,0
3467,2022-01-01,ESSEX,2021-2022,36031,20
3468,2022-01-01,MADISON,2021-2022,36053,16
3469,2022-01-01,ST LAWRENCE,2021-2022,36089,82
3470,2022-01-01,WAYNE,2021-2022,36117,16
3471,2022-01-01,OSWEGO,2021-2022,36075,22
3472,2022-01-08,ONONDAGA,2021-2022,36067,76
3473,2022-01-08,ULSTER,2021-2022,36111,4
3474,2022-01-08,WYOMING,2021-2022,36121,2
3475,2022-01-08,BROOME,2021-2022,36007,37
3476,2022-01-08,JEFFERSON,2021-2022,36045,33
3477,2022-01-08,MONTGOMERY,2021-2022,36057,4
3478,2022-01-08,CHAUTAUQUA,2021-2022,36013,18
3479,2022-01-08,ALBANY,2021-2022,36001,14
3480,2022-01-08,WASHINGTON,2021-2022,36115,16
3481,2022-01-08,CATTARAUGUS,2021-2022,36009,4
3482,2022-01-08,SCHUYLER,2021-2022,36097,1
3483,2022-01-08,NEW YORK,2021-2022,36061,69
3484,2022-01-08,QUEENS,2021-2022,36081,285
3485,2022-01-08,OTSEGO,2021-2022,36077,2
3486,2022-01-08,LEWIS,2021-2022,36049,7
3487,2022-01-08,SULLIVAN,2021-2022,36105,18
3488,2022-01-08,WESTCHESTER,2021-2022,36119,91
3489,2022-01-08,ST LAWRENCE,2021-2022,36089,82
3490,2022-01-08,BRONX,2021-2022,36005,97
3491,2022-01-08,SCHOHARIE,2021-2022,36095,3
3492,2022-01-08,DUTCHESS,2021-2022,36027,40
3493,2022-01-08,SARATOGA,2021-2022,36091,31
3494,2022-01-08,NASSAU,2021-2022,36059,179
3495,2022-01-08,CLINTON,2021-2022,36019,11
3496,2022-01-08,RENSSELAER,2021-2022,36083,19
3497,2022-01-08,KINGS,2021-2022,36047,754
3498,2022-01-08,ERIE,2021-2022,36029,30
3499,2022-01-08,DELAWARE,2021-2022,36025,16
3500,2022-01-08,YATES,2021-2022,36123,5
3501,2022-01-08,ESSEX,2021-2022,36031,11
3502,2022-01-08,LIVINGSTON,2021-2022,36051,5
3503,2022-01-08,SUFFOLK,2021-2022,36103,131
3504,2022-01-08,PUTNAM,2021-2022,36079,74
3505,2022-01-08,NIAGARA,2021-2022,36063,22
3506,2022-01-08,MONROE,2021-2022,36055,139
3507,2022-01-08,ALLEGANY,2021-2022,36003,4
3508,2022-01-08,MADISON,2021-2022,36053,16
3509,2022-01-08,HAMILTON,2021-2022,36041,2
3510,2022-01-08,RICHMOND,2021-2022,36085,53
3511,2022-01-08,FULTON,2021-2022,36035,5
3512,2022-01-08,STEUBEN,2021-2022,36101,6
3513,2022-01-08,WARREN,2021-2022,36113,9
3514,2022-01-08,CAYUGA,2021-2022,36011,4
3515,2022-01-08,COLUMBIA,2021-2022,36021,3
3516,2022-01-08,GENESEE,2021-2022,36037,10
3517,2022-01-08,ORANGE,2021-2022,36071,123
3518,2022-01-08,ONTARIO,2021-2022,36069,20
3519,2022-01-08,ORLEANS,2021-2022,36073,2
3520,2022-01-08,WAYNE,2021-2022,36117,4
3521,2022-01-08,CORTLAND,2021-2022,36023,8
3522,2022-01-08,HERKIMER,2021-2022,36043,11
3523,2022-01-08,TOMPKINS,2021-2022,36109,1
3524,2022-01-08,CHENANGO,2021-2022,36017,0
3525,2022-01-08,OSWEGO,2021-2022,36075,0
3526,2022-01-08,ROCKLAND,2021-2022,36087,1599
3527,2022-01-08,TIOGA,2021-2022,36107,41
3528,2022-01-08,SCHENECTADY,2021-2022,36093,19
3529,2022-01-08,ONEIDA,2021-2022,36065,78
3530,2022-01-08,FRANKLIN,2021-2022,36033,22
3531,2022-01-08,SENECA,2021-2022,36099,3
3532,2022-01-08,CHEMUNG,2021-2022,36015,6
3533,2022-01-08,GREENE,2021-2022,36039,1
3534,2022-01-15,ORANGE,2021-2022,36071,84
3535,2022-01-15,COLUMBIA,2021-2022,36021,1
3536,2022-01-15,WESTCHESTER,2021-2022,36119,103
3537,2022-01-15,BRONX,2021-2022,36005,46
3538,2022-01-15,SULLIVAN,2021-2022,36105,7
3539,2022-01-15,DELAWARE,2021-2022,36025,7
3540,2022-01-15,OTSEGO,2021-2022,36077,10
3541,2022-01-15,GREENE,2021-2022,36039,3
3542,2022-01-15,TOMPKINS,2021-2022,36109,2
3543,2022-01-15,WAYNE,2021-2022,36117,11
3544,2022-01-15,DUTCHESS,2021-2022,36027,29
3545,2022-01-15,HAMILTON,2021-2022,36041,0
3546,2022-01-15,TIOGA,2021-2022,36107,26
3547,2022-01-15,CATTARAUGUS,2021-2022,36009,8
3548,2022-01-15,SARATOGA,2021-2022,36091,12
3549,2022-01-15,OSWEGO,2021-2022,36075,18
3550,2022-01-15,ALLEGANY,2021-2022,36003,7
