,Week Ending Date,County,Season,FIPS,Count
2553,2021-05-15,WYOMING,2020-2021,36121,0
2554,2021-05-15,ULSTER,2020-2021,36111,0
2555,2021-05-15,SARATOGA,2020-2021,36091,0
2556,2021-05-15,BRONX,2020-2021,36005,5
2557,2021-05-15,RICHMOND,2020-2021,36085,0
2558,2021-05-15,MADISON,2020-2021,36053,0
2559,2021-05-15,CHENANGO,2020-2021,36017,0
2560,2021-05-15,ST LAWRENCE,2020-2021,36089,1
2561,2021-05-15,FRANKLIN,2020-2021,36033,0
2562,2021-05-15,PUTNAM,2020-2021,36079,2
2563,2021-05-15,ONONDAGA,2020-2021,36067,1
2564,2021-05-15,ORANGE,2020-2021,36071,1
2565,2021-05-15,WAYNE,2020-2021,36117,0
2566,2021-05-15,CORTLAND,2020-2021,36023,0
2567,2021-05-15,STEUBEN,2020-2021,36101,0
2568,2021-05-15,GREENE,2020-2021,36039,0
2569,2021-05-15,YATES,2020-2021,36123,0
2570,2021-05-15,ORLEANS,2020-2021,36073,0
2571,2021-05-15,FULTON,2020-2021,36035,3
2572,2021-05-15,SULLIVAN,2020-2021,36105,0
2573,2021-05-15,TOMPKINS,2020-2021,36109,0
2574,2021-05-15,QUEENS,2020-2021,36081,9
2575,2021-05-15,HAMILTON,2020-2021,36041,0
2576,2021-05-15,HERKIMER,2020-2021,36043,0
2577,2021-05-15,COLUMBIA,2020-2021,36021,0
2578,2021-05-15,CAYUGA,2020-2021,36011,0
2579,2021-05-15,ALBANY,2020-2021,36001,0
2580,2021-05-15,JEFFERSON,2020-2021,36045,2
2581,2021-05-15,SUFFOLK,2020-2021,36103,11
2582,2021-05-15,ROCKLAND,2020-2021,36087,0
2583,2021-05-15,KINGS,2020-2021,36047,5
2584,2021-05-15,CHAUTAUQUA,2020-2021,36013,0
2585,2021-05-15,OSWEGO,2020-2021,36075,0
2586,2021-05-15,ONTARIO,2020-2021,36069,0
2587,2021-05-15,ERIE,2020-2021,36029,3
2588,2021-05-15,GENESEE,2020-2021,36037,0
2589,2021-05-15,MONROE,2020-2021,36055,0
2590,2021-05-15,CATTARAUGUS,2020-2021,36009,1
2591,2021-05-15,MONTGOMERY,2020-2021,36057,0
2592,2021-05-15,CHEMUNG,2020-2021,36015,0
2593,2021-05-15,NEW YORK,2020-2021,36061,0
2594,2021-05-15,RENSSELAER,2020-2021,36083,0
2595,2021-05-15,NASSAU,2020-2021,36059,20
2596,2021-05-15,BROOME,2020-2021,36007,0
2597,2021-05-15,SENECA,2020-2021,36099,0
2598,2021-05-15,DUTCHESS,2020-2021,36027,2
2599,2021-05-15,SCHOHARIE,2020-2021,36095,2
2600,2021-05-15,OTSEGO,2020-2021,36077,2
2601,2021-05-15,SCHENECTADY,2020-2021,36093,0
2602,2021-05-15,NIAGARA,2020-2021,36063,1
2603,2021-05-15,WARREN,2020-2021,36113,0
2604,2021-05-22,HERKIMER,2020-2021,36043,0
2605,2021-05-22,TOMPKINS,2020-2021,36109,0
2606,2021-05-22,OSWEGO,2020-2021,36075,0
2607,2021-05-22,DUTCHESS,2020-2021,36027,5
2608,2021-05-22,FRANKLIN,2020-2021,36033,0
2609,2021-05-22,ONEIDA,2020-2021,36065,0
2610,2021-05-22,ALLEGANY,2020-2021,36003,0
2611,2021-05-22,WASHINGTON,2020-2021,36115,0
2612,2021-05-22,NASSAU,2020-2021,36059,10
2613,2021-05-22,WESTCHESTER,2020-2021,36119,5
2614,2021-05-22,FULTON,2020-2021,36035,0
2615,2021-05-22,CATTARAUGUS,2020-2021,36009,6
2616,2021-05-22,SUFFOLK,2020-2021,36103,3
2617,2021-05-22,DELAWARE,2020-2021,36025,2
2618,2021-05-22,MONTGOMERY,2020-2021,36057,0
2619,2021-05-22,CLINTON,2020-2021,36019,0
2620,2021-05-22,GENESEE,2020-2021,36037,0
2621,2021-05-22,HAMILTON,2020-2021,36041,0
2622,2021-05-22,TIOGA,2020-2021,36107,0
2623,2021-05-22,ST LAWRENCE,2020-2021,36089,2
2624,2021-05-22,ONONDAGA,2020-2021,36067,0
2625,2021-05-22,ALBANY,2020-2021,36001,3
2626,2021-05-22,NIAGARA,2020-2021,36063,4
2627,2021-05-22,SCHUYLER,2020-2021,36097,0
2628,2021-05-22,ONTARIO,2020-2021,36069,0
2629,2021-05-22,COLUMBIA,2020-2021,36021,0
2630,2021-05-22,LEWIS,2020-2021,36049,0
2631,2021-05-22,QUEENS,2020-2021,36081,9
2632,2021-05-22,BROOME,2020-2021,36007,1
2633,2021-05-22,CHEMUNG,2020-2021,36015,0
2634,2021-05-22,PUTNAM,2020-2021,36079,0
2635,2021-05-22,OTSEGO,2020-2021,36077,0
2636,2021-05-22,CHAUTAUQUA,2020-2021,36013,0
2637,2021-05-22,ERIE,2020-2021,36029,2
2638,2021-05-22,WARREN,2020-2021,36113,0
2639,2021-05-22,ORANGE,2020-2021,36071,0
2640,2021-05-22,CHENANGO,2020-2021,36017,0
2641,2021-05-22,ROCKLAND,2020-2021,36087,0
2642,2021-05-22,KINGS,2020-2021,36047,5
2643,2021-05-22,WAYNE,2020-2021,36117,0
2644,2021-05-22,MADISON,2020-2021,36053,0
2645,2021-05-22,SCHOHARIE,2020-2021,36095,1
2646,2021-05-22,BRONX,2020-2021,36005,3
2647,2021-05-22,CORTLAND,2020-2021,36023,0
2648,2021-05-22,STEUBEN,2020-2021,36101,0
2649,2021-05-22,MONROE,2020-2021,36055,1
2650,2021-05-22,SARATOGA,2020-2021,36091,1
2651,2021-05-22,SULLIVAN,2020-2021,36105,0
2652,2021-05-22,WYOMING,2020-2021,36121,0
2653,2021-05-22,ESSEX,2020-2021,36031,4
2654,2021-05-22,ORLEANS,2020-2021,36073,0
2655,2021-05-22,LIVINGSTON,2020-2021,36051,0
2656,2021-05-22,RENSSELAER,2020-2021,36083,0
2657,2021-05-22,SENECA,2020-2021,36099,0
2658,2021-05-22,YATES,2020-2021,36123,0
2659,2021-05-22,SCHENECTADY,2020-2021,36093,4
2660,2021-05-22,GREENE,2020-2021,36039,0
2661,2021-05-22,ULSTER,2020-2021,36111,0
2662,2021-05-22,NEW YORK,2020-2021,36061,2
2663,2021-05-22,JEFFERSON,2020-2021,36045,0
2664,2021-05-22,RICHMOND,2020-2021,36085,1
2665,2021-05-22,CAYUGA,2020-2021,36011,1
2666,2021-10-09,ROCKLAND,2021-2022,36087,0
2667,2021-10-09,JEFFERSON,2021-2022,36045,3
2668,2021-10-09,ALLEGANY,2021-2022,36003,0
2669,2021-10-09,BROOME,2021-2022,36007,0
2670,2021-10-09,CHAUTAUQUA,2021-2022,36013,1
2671,2021-10-09,HERKIMER,2021-2022,36043,0
2672,2021-10-09,GENESEE,2021-2022,36037,0
2673,2021-10-09,ORANGE,2021-2022,36071,0
2674,2021-10-09,YATES,2021-2022,36123,0
2675,2021-10-09,WAYNE,2021-2022,36117,0
2676,2021-10-09,CORTLAND,2021-2022,36023,2
2677,2021-10-09,SULLIVAN,2021-2022,36105,1
2678,2021-10-09,NEW YORK,2021-2022,36061,17
2679,2021-10-09,FULTON,2021-2022,36035,2
2680,2021-10-09,CAYUGA,2021-2022,36011,1
2681,2021-10-09,ORLEANS,2021-2022,36073,0
2682,2021-10-09,STEUBEN,2021-2022,36101,0
2683,2021-10-09,TOMPKINS,2021-2022,36109,0
2684,2021-10-09,RENSSELAER,2021-2022,36083,0
2685,2021-10-09,HAMILTON,2021-2022,36041,0
2686,2021-10-09,ALBANY,2021-2022,36001,1
2687,2021-10-09,ONTARIO,2021-2022,36069,0
2688,2021-10-09,COLUMBIA,2021-2022,36021,0
2689,2021-10-09,NASSAU,2021-2022,36059,17
2690,2021-10-09,GREENE,2021-2022,36039,0
2691,2021-10-09,WESTCHESTER,2021-2022,36119,2
2692,2021-10-09,OSWEGO,2021-2022,36075,0
2693,2021-10-09,DUTCHESS,2021-2022,36027,1
2694,2021-10-09,MADISON,2021-2022,36053,0
2695,2021-10-09,SCHOHARIE,2021-2022,36095,0
2696,2021-10-09,LIVINGSTON,2021-2022,36051,0
2697,2021-10-09,MONROE,2021-2022,36055,6
2698,2021-10-09,BRONX,2021-2022,36005,9
2699,2021-10-09,RICHMOND,2021-2022,36085,2
2700,2021-10-09,ST LAWRENCE,2021-2022,36089,0
2701,2021-10-09,SUFFOLK,2021-2022,36103,8
2702,2021-10-09,MONTGOMERY,2021-2022,36057,1
2703,2021-10-09,WASHINGTON,2021-2022,36115,2
2704,2021-10-09,SARATOGA,2021-2022,36091,31
2705,2021-10-09,DELAWARE,2021-2022,36025,0
2706,2021-10-09,SENECA,2021-2022,36099,0
2707,2021-10-09,ONEIDA,2021-2022,36065,2
2708,2021-10-09,TIOGA,2021-2022,36107,0
2709,2021-10-09,SCHUYLER,2021-2022,36097,0
2710,2021-10-09,LEWIS,2021-2022,36049,0
2711,2021-10-09,ULSTER,2021-2022,36111,0
2712,2021-10-09,OTSEGO,2021-2022,36077,0
2713,2021-10-09,KINGS,2021-2022,36047,11
2714,2021-10-09,ERIE,2021-2022,36029,3
2715,2021-10-09,CATTARAUGUS,2021-2022,36009,2
2716,2021-10-09,ESSEX,2021-2022,36031,2
2717,2021-10-09,WARREN,2021-2022,36113,4
2718,2021-10-09,PUTNAM,2021-2022,36079,1
2719,2021-10-09,SCHENECTADY,2021-2022,36093,0
2720,2021-10-09,WYOMING,2021-2022,36121,0
2721,2021-10-09,QUEENS,2021-2022,36081,12
2722,2021-10-09,CHENANGO,2021-2022,36017,0
2723,2021-10-09,CLINTON,2021-2022,36019,3
2724,2021-10-09,FRANKLIN,2021-2022,36033,0
2725,2021-10-09,NIAGARA,2021-2022,36063,3
2726,2021-10-09,ONONDAGA,2021-2022,36067,0
2727,2021-10-09,CHEMUNG,2021-2022,36015,0
2728,2021-10-16,BRONX,2021-2022,36005,5
2729,2021-10-16,MONROE,2021-2022,36055,1
2730,2021-10-16,CHEMUNG,2021-2022,36015,1
2731,2021-10-16,SCHOHARIE,2021-2022,36095,0
2732,2021-10-16,SULLIVAN,2021-2022,36105,4
2733,2021-10-16,MADISON,2021-2022,36053,0
2734,2021-10-16,WAYNE,2021-2022,36117,1
2735,2021-10-16,CHENANGO,2021-2022,36017,1
2736,2021-10-16,WARREN,2021-2022,36113,3
2737,2021-10-16,ORANGE,2021-2022,36071,1
2738,2021-10-16,GENESEE,2021-2022,36037,0
2739,2021-10-16,NEW YORK,2021-2022,36061,10
2740,2021-10-16,CORTLAND,2021-2022,36023,5
2741,2021-10-16,RICHMOND,2021-2022,36085,3
2742,2021-10-16,GREENE,2021-2022,36039,0
2743,2021-10-16,ROCKLAND,2021-2022,36087,0
2744,2021-10-16,JEFFERSON,2021-2022,36045,2
2745,2021-10-16,KINGS,2021-2022,36047,13
2746,2021-10-16,ONONDAGA,2021-2022,36067,7
2747,2021-10-16,CHAUTAUQUA,2021-2022,36013,2
2748,2021-10-16,QUEENS,2021-2022,36081,11
2749,2021-10-16,CLINTON,2021-2022,36019,2
2750,2021-10-16,HERKIMER,2021-2022,36043,0
2751,2021-10-16,LEWIS,2021-2022,36049,0
2752,2021-10-16,NIAGARA,2021-2022,36063,0
2753,2021-10-16,NASSAU,2021-2022,36059,16
2754,2021-10-16,MONTGOMERY,2021-2022,36057,2
2755,2021-10-16,WYOMING,2021-2022,36121,0
2756,2021-10-16,ONTARIO,2021-2022,36069,0
2757,2021-10-16,COLUMBIA,2021-2022,36021,0
2758,2021-10-16,SUFFOLK,2021-2022,36103,8
2759,2021-10-16,RENSSELAER,2021-2022,36083,1
2760,2021-10-16,ONEIDA,2021-2022,36065,0
2761,2021-10-16,ALBANY,2021-2022,36001,3
2762,2021-10-16,STEUBEN,2021-2022,36101,0
2763,2021-10-16,ST LAWRENCE,2021-2022,36089,3
2764,2021-10-16,LIVINGSTON,2021-2022,36051,0
2765,2021-10-16,WASHINGTON,2021-2022,36115,2
2766,2021-10-16,HAMILTON,2021-2022,36041,0
2767,2021-10-16,WESTCHESTER,2021-2022,36119,4
2768,2021-10-16,CAYUGA,2021-2022,36011,0
2769,2021-10-16,ORLEANS,2021-2022,36073,0
2770,2021-10-16,FULTON,2021-2022,36035,1
2771,2021-10-16,ALLEGANY,2021-2022,36003,0
2772,2021-10-16,OTSEGO,2021-2022,36077,1
2773,2021-10-16,SARATOGA,2021-2022,36091,29
2774,2021-10-16,ULSTER,2021-2022,36111,0
2775,2021-10-16,YATES,2021-2022,36123,0
2776,2021-10-16,PUTNAM,2021-2022,36079,1
2777,2021-10-16,BROOME,2021-2022,36007,1
2778,2021-10-16,OSWEGO,2021-2022,36075,0
2779,2021-10-16,FRANKLIN,2021-2022,36033,0
2780,2021-10-16,SCHENECTADY,2021-2022,36093,3
2781,2021-10-16,SCHUYLER,2021-2022,36097,0
2782,2021-10-16,TOMPKINS,2021-2022,36109,0
2783,2021-10-16,DELAWARE,2021-2022,36025,0
2784,2021-10-16,TIOGA,2021-2022,36107,0
2785,2021-10-16,SENECA,2021-2022,36099,1
2786,2021-10-16,CATTARAUGUS,2021-2022,36009,1
2787,2021-10-16,ESSEX,2021-2022,36031,9
2788,2021-10-16,DUTCHESS,2021-2022,36027,1
2789,2021-10-16,ERIE,2021-2022,36029,6
2790,2021-10-23,ROCKLAND,2021-2022,36087,4
2791,2021-10-23,CHEMUNG,2021-2022,36015,0
2792,2021-10-23,JEFFERSON,2021-2022,36045,4
2793,2021-10-23,YATES,2021-2022,36123,0
2794,2021-10-23,DELAWARE,2021-2022,36025,0
2795,2021-10-23,ALLEGANY,2021-2022,36003,2
2796,2021-10-23,MONROE,2021-2022,36055,4
2797,2021-10-23,CHAUTAUQUA,2021-2022,36013,0
2798,2021-10-23,STEUBEN,2021-2022,36101,1
2799,2021-10-23,DUTCHESS,2021-2022,36027,5
2800,2021-10-23,CAYUGA,2021-2022,36011,1
2801,2021-10-23,HERKIMER,2021-2022,36043,2
2802,2021-10-23,MADISON,2021-2022,36053,0
2803,2021-10-23,TIOGA,2021-2022,36107,0
2804,2021-10-23,ONTARIO,2021-2022,36069,0
2805,2021-10-23,COLUMBIA,2021-2022,36021,0
2806,2021-10-23,HAMILTON,2021-2022,36041,0
2807,2021-10-23,SARATOGA,2021-2022,36091,26
2808,2021-10-23,RICHMOND,2021-2022,36085,3
2809,2021-10-23,PUTNAM,2021-2022,36079,0
2810,2021-10-23,SCHOHARIE,2021-2022,36095,1
2811,2021-10-23,LIVINGSTON,2021-2022,36051,0
2812,2021-10-23,WYOMING,2021-2022,36121,0
2813,2021-10-23,SCHUYLER,2021-2022,36097,0
2814,2021-10-23,LEWIS,2021-2022,36049,0
2815,2021-10-23,SCHENECTADY,2021-2022,36093,1
2816,2021-10-23,FRANKLIN,2021-2022,36033,0
2817,2021-10-23,CLINTON,2021-2022,36019,3
2818,2021-10-23,MONTGOMERY,2021-2022,36057,0
2819,2021-10-23,ONEIDA,2021-2022,36065,1
2820,2021-10-23,QUEENS,2021-2022,36081,19
2821,2021-10-23,SENECA,2021-2022,36099,0
2822,2021-10-23,NASSAU,2021-2022,36059,25
2823,2021-10-23,WASHINGTON,2021-2022,36115,1
2824,2021-10-23,ONONDAGA,2021-2022,36067,1
2825,2021-10-23,BRONX,2021-2022,36005,9
2826,2021-10-23,ULSTER,2021-2022,36111,1
2827,2021-10-23,ESSEX,2021-2022,36031,4
2828,2021-10-23,KINGS,2021-2022,36047,16
2829,2021-10-23,OSWEGO,2021-2022,36075,0
2830,2021-10-23,OTSEGO,2021-2022,36077,4
2831,2021-10-23,CATTARAUGUS,2021-2022,36009,4
2832,2021-10-23,SULLIVAN,2021-2022,36105,4
2833,2021-10-23,BROOME,2021-2022,36007,1
2834,2021-10-23,WAYNE,2021-2022,36117,0
2835,2021-10-23,CHENANGO,2021-2022,36017,0
2836,2021-10-23,ST LAWRENCE,2021-2022,36089,1
2837,2021-10-23,GREENE,2021-2022,36039,0
2838,2021-10-23,ORANGE,2021-2022,36071,1
2839,2021-10-23,TOMPKINS,2021-2022,36109,0
2840,2021-10-23,WESTCHESTER,2021-2022,36119,8
2841,2021-10-23,ORLEANS,2021-2022,36073,0
2842,2021-10-23,CORTLAND,2021-2022,36023,2
2843,2021-10-23,FULTON,2021-2022,36035,0
2844,2021-10-23,SUFFOLK,2021-2022,36103,12
2845,2021-10-23,NEW YORK,2021-2022,36061,9
2846,2021-10-23,ERIE,2021-2022,36029,3
2847,2021-10-23,GENESEE,2021-2022,36037,0
2848,2021-10-23,WARREN,2021-2022,36113,5
2849,2021-10-23,RENSSELAER,2021-2022,36083,1
2850,2021-10-23,ALBANY,2021-2022,36001,5
2851,2021-10-23,NIAGARA,2021-2022,36063,1
2852,2021-10-30,SCHOHARIE,2021-2022,36095,0
2853,2021-10-30,YATES,2021-2022,36123,1
2854,2021-10-30,SARATOGA,2021-2022,36091,13
2855,2021-10-30,OSWEGO,2021-2022,36075,0
2856,2021-10-30,ALBANY,2021-2022,36001,3
2857,2021-10-30,SULLIVAN,2021-2022,36105,0
2858,2021-10-30,BRONX,2021-2022,36005,11
2859,2021-10-30,PUTNAM,2021-2022,36079,0
2860,2021-10-30,ONONDAGA,2021-2022,36067,5
2861,2021-10-30,WARREN,2021-2022,36113,4
2862,2021-10-30,KINGS,2021-2022,36047,8
2863,2021-10-30,ULSTER,2021-2022,36111,0
2864,2021-10-30,FRANKLIN,2021-2022,36033,0
2865,2021-10-30,RENSSELAER,2021-2022,36083,1
2866,2021-10-30,ORANGE,2021-2022,36071,0
2867,2021-10-30,SCHENECTADY,2021-2022,36093,0
2868,2021-10-30,MONTGOMERY,2021-2022,36057,0
2869,2021-10-30,RICHMOND,2021-2022,36085,2
2870,2021-10-30,DUTCHESS,2021-2022,36027,7
2871,2021-10-30,TOMPKINS,2021-2022,36109,2
2872,2021-10-30,DELAWARE,2021-2022,36025,0
2873,2021-10-30,GENESEE,2021-2022,36037,0
2874,2021-10-30,ONEIDA,2021-2022,36065,1
2875,2021-10-30,ESSEX,2021-2022,36031,7
2876,2021-10-30,MONROE,2021-2022,36055,4
2877,2021-10-30,WASHINGTON,2021-2022,36115,2
2878,2021-10-30,NEW YORK,2021-2022,36061,9
2879,2021-10-30,CHAUTAUQUA,2021-2022,36013,0
2880,2021-10-30,CORTLAND,2021-2022,36023,0
2881,2021-10-30,SUFFOLK,2021-2022,36103,15
2882,2021-10-30,WYOMING,2021-2022,36121,0
2883,2021-10-30,LIVINGSTON,2021-2022,36051,0
2884,2021-10-30,BROOME,2021-2022,36007,0
2885,2021-10-30,LEWIS,2021-2022,36049,0
2886,2021-10-30,ERIE,2021-2022,36029,1
2887,2021-10-30,WAYNE,2021-2022,36117,0
2888,2021-10-30,CLINTON,2021-2022,36019,2
2889,2021-10-30,SCHUYLER,2021-2022,36097,0
2890,2021-10-30,QUEENS,2021-2022,36081,21
2891,2021-10-30,ROCKLAND,2021-2022,36087,2
2892,2021-10-30,NASSAU,2021-2022,36059,17
2893,2021-10-30,CATTARAUGUS,2021-2022,36009,5
2894,2021-10-30,ORLEANS,2021-2022,36073,2
2895,2021-10-30,ONTARIO,2021-2022,36069,1
2896,2021-10-30,CAYUGA,2021-2022,36011,0
2897,2021-10-30,MADISON,2021-2022,36053,0
2898,2021-10-30,ST LAWRENCE,2021-2022,36089,0
2899,2021-10-30,HERKIMER,2021-2022,36043,1
2900,2021-10-30,OTSEGO,2021-2022,36077,0
2901,2021-10-30,COLUMBIA,2021-2022,36021,0
2902,2021-10-30,GREENE,2021-2022,36039,0
2903,2021-10-30,STEUBEN,2021-2022,36101,2
2904,2021-10-30,TIOGA,2021-2022,36107,0
2905,2021-10-30,SENECA,2021-2022,36099,0
2906,2021-10-30,ALLEGANY,2021-2022,36003,2
2907,2021-10-30,FULTON,2021-2022,36035,1
2908,2021-10-30,CHENANGO,2021-2022,36017,0
2909,2021-10-30,WESTCHESTER,2021-2022,36119,7
2910,2021-10-30,HAMILTON,2021-2022,36041,0
2911,2021-10-30,NIAGARA,2021-2022,36063,1
2912,2021-10-30,JEFFERSON,2021-2022,36045,8
2913,2021-10-30,CHEMUNG,2021-2022,36015,1
2914,2021-11-06,MADISON,2021-2022,36053,0
2915,2021-11-06,TOMPKINS,2021-2022,36109,18
2916,2021-11-06,SENECA,2021-2022,36099,0
2917,2021-11-06,LEWIS,2021-2022,36049,0
2918,2021-11-06,WARREN,2021-2022,36113,2
2919,2021-11-06,ULSTER,2021-2022,36111,1
2920,2021-11-06,ONTARIO,2021-2022,36069,0
2921,2021-11-06,RICHMOND,2021-2022,36085,2
2922,2021-11-06,WYOMING,2021-2022,36121,0
2923,2021-11-06,TIOGA,2021-2022,36107,1
2924,2021-11-06,SUFFOLK,2021-2022,36103,26
2925,2021-11-06,CORTLAND,2021-2022,36023,1
2926,2021-11-06,CHAUTAUQUA,2021-2022,36013,2
2927,2021-11-06,ORLEANS,2021-2022,36073,0
2928,2021-11-06,ESSEX,2021-2022,36031,8
2929,2021-11-06,DELAWARE,2021-2022,36025,0
2930,2021-11-06,BRONX,2021-2022,36005,22
2931,2021-11-06,COLUMBIA,2021-2022,36021,1
2932,2021-11-06,HAMILTON,2021-2022,36041,0
2933,2021-11-06,NIAGARA,2021-2022,36063,6
2934,2021-11-06,WASHINGTON,2021-2022,36115,4
2935,2021-11-06,CHENANGO,2021-2022,36017,2
2936,2021-11-06,BROOME,2021-2022,36007,2
2937,2021-11-06,GENESEE,2021-2022,36037,0
2938,2021-11-06,WESTCHESTER,2021-2022,36119,16
2939,2021-11-06,MONROE,2021-2022,36055,5
2940,2021-11-06,ONEIDA,2021-2022,36065,4
2941,2021-11-06,NEW YORK,2021-2022,36061,18
2942,2021-11-06,WAYNE,2021-2022,36117,0
2943,2021-11-06,YATES,2021-2022,36123,1
2944,2021-11-06,LIVINGSTON,2021-2022,36051,0
2945,2021-11-06,CATTARAUGUS,2021-2022,36009,3
2946,2021-11-06,ONONDAGA,2021-2022,36067,68
2947,2021-11-06,NASSAU,2021-2022,36059,29
2948,2021-11-06,DUTCHESS,2021-2022,36027,3
2949,2021-11-06,FULTON,2021-2022,36035,0
2950,2021-11-06,ST LAWRENCE,2021-2022,36089,1
2951,2021-11-06,OSWEGO,2021-2022,36075,0
2952,2021-11-06,KINGS,2021-2022,36047,23
2953,2021-11-06,ALLEGANY,2021-2022,36003,2
2954,2021-11-06,SARATOGA,2021-2022,36091,0
2955,2021-11-06,PUTNAM,2021-2022,36079,3
2956,2021-11-06,RENSSELAER,2021-2022,36083,1
2957,2021-11-06,ALBANY,2021-2022,36001,1
2958,2021-11-06,FRANKLIN,2021-2022,36033,0
2959,2021-11-06,CHEMUNG,2021-2022,36015,0
2960,2021-11-06,JEFFERSON,2021-2022,36045,6
2961,2021-11-06,GREENE,2021-2022,36039,0
2962,2021-11-06,STEUBEN,2021-2022,36101,2
2963,2021-11-06,SCHUYLER,2021-2022,36097,0
2964,2021-11-06,ERIE,2021-2022,36029,3
2965,2021-11-06,CLINTON,2021-2022,36019,7
2966,2021-11-06,MONTGOMERY,2021-2022,36057,0
2967,2021-11-06,ORANGE,2021-2022,36071,3
2968,2021-11-06,SCHENECTADY,2021-2022,36093,0
2969,2021-11-06,CAYUGA,2021-2022,36011,0
2970,2021-11-06,SCHOHARIE,2021-2022,36095,0
2971,2021-11-06,SULLIVAN,2021-2022,36105,0
2972,2021-11-06,HERKIMER,2021-2022,36043,0
2973,2021-11-06,ROCKLAND,2021-2022,36087,1
2974,2021-11-06,QUEENS,2021-2022,36081,22
2975,2021-11-06,OTSEGO,2021-2022,36077,1
2976,2021-11-13,BROOME,2021-2022,36007,8
2977,2021-11-13,ST LAWRENCE,2021-2022,36089,0
2978,2021-11-13,ESSEX,2021-2022,36031,4
2979,2021-11-13,CHENANGO,2021-2022,36017,1
2980,2021-11-13,CATTARAUGUS,2021-2022,36009,2
2981,2021-11-13,NIAGARA,2021-2022,36063,4
2982,2021-11-13,SCHOHARIE,2021-2022,36095,0
2983,2021-11-13,SARATOGA,2021-2022,36091,2
2984,2021-11-13,ERIE,2021-2022,36029,6
2985,2021-11-13,MADISON,2021-2022,36053,2
2986,2021-11-13,WARREN,2021-2022,36113,5
2987,2021-11-13,ULSTER,2021-2022,36111,3
2988,2021-11-13,LIVINGSTON,2021-2022,36051,0
2989,2021-11-13,DUTCHESS,2021-2022,36027,6
2990,2021-11-13,HERKIMER,2021-2022,36043,6
2991,2021-11-13,ROCKLAND,2021-2022,36087,8
2992,2021-11-13,CHEMUNG,2021-2022,36015,1
2993,2021-11-13,JEFFERSON,2021-2022,36045,0
2994,2021-11-13,SCHENECTADY,2021-2022,36093,3
2995,2021-11-13,STEUBEN,2021-2022,36101,0
2996,2021-11-13,WAYNE,2021-2022,36117,2
2997,2021-11-13,OTSEGO,2021-2022,36077,1
2998,2021-11-13,ORANGE,2021-2022,36071,8
2999,2021-11-13,SULLIVAN,2021-2022,36105,1
3000,2021-11-13,CORTLAND,2021-2022,36023,3
3001,2021-11-13,ONTARIO,2021-2022,36069,0
3002,2021-11-13,TIOGA,2021-2022,36107,0
3003,2021-11-13,CAYUGA,2021-2022,36011,1
3004,2021-11-13,COLUMBIA,2021-2022,36021,1
3005,2021-11-13,RENSSELAER,2021-2022,36083,1
3006,2021-11-13,WESTCHESTER,2021-2022,36119,50
3007,2021-11-13,HAMILTON,2021-2022,36041,1
3008,2021-11-13,SENECA,2021-2022,36099,1
3009,2021-11-13,ORLEANS,2021-2022,36073,0
3010,2021-11-13,NASSAU,2021-2022,36059,57
3011,2021-11-13,ALLEGANY,2021-2022,36003,4
3012,2021-11-13,FULTON,2021-2022,36035,1
3013,2021-11-13,FRANKLIN,2021-2022,36033,0
3014,2021-11-13,PUTNAM,2021-2022,36079,5
3015,2021-11-13,RICHMOND,2021-2022,36085,3
3016,2021-11-13,DELAWARE,2021-2022,36025,1
3017,2021-11-13,ONEIDA,2021-2022,36065,1
3018,2021-11-13,MONROE,2021-2022,36055,15
3019,2021-11-13,WASHINGTON,2021-2022,36115,1
3020,2021-11-13,TOMPKINS,2021-2022,36109,54
3021,2021-11-13,BRONX,2021-2022,36005,48
3022,2021-11-13,CHAUTAUQUA,2021-2022,36013,1
3023,2021-11-13,GENESEE,2021-2022,36037,2
3024,2021-11-13,ALBANY,2021-2022,36001,8
3025,2021-11-13,LEWIS,2021-2022,36049,0
3026,2021-11-13,WYOMING,2021-2022,36121,0
3027,2021-11-13,YATES,2021-2022,36123,0
3028,2021-11-13,CLINTON,2021-2022,36019,0
3029,2021-11-13,QUEENS,2021-2022,36081,40
3030,2021-11-13,OSWEGO,2021-2022,36075,0
3031,2021-11-13,ONONDAGA,2021-2022,36067,101
3032,2021-11-13,MONTGOMERY,2021-2022,36057,1
3033,2021-11-13,NEW YORK,2021-2022,36061,33
3034,2021-11-13,SCHUYLER,2021-2022,36097,0
3035,2021-11-13,KINGS,2021-2022,36047,25
3036,2021-11-13,SUFFOLK,2021-2022,36103,56
3037,2021-11-13,GREENE,2021-2022,36039,0
3038,2021-11-20,RENSSELAER,2021-2022,36083,0
3039,2021-11-20,SCHOHARIE,2021-2022,36095,0
3040,2021-11-20,WESTCHESTER,2021-2022,36119,44
3041,2021-11-20,OTSEGO,2021-2022,36077,4
3042,2021-11-20,WARREN,2021-2022,36113,4
3043,2021-11-20,ST LAWRENCE,2021-2022,36089,0
3044,2021-11-20,CATTARAUGUS,2021-2022,36009,12
3045,2021-11-20,YATES,2021-2022,36123,0
3046,2021-11-20,CHEMUNG,2021-2022,36015,2
3047,2021-11-20,SCHUYLER,2021-2022,36097,0
3048,2021-11-20,MONTGOMERY,2021-2022,36057,0
3049,2021-11-20,CHAUTAUQUA,2021-2022,36013,7
3050,2021-11-20,MONROE,2021-2022,36055,14
3051,2021-11-20,NASSAU,2021-2022,36059,106
