Week Ending Date,County,Season,FIPS,Count
2021-05-22,SARATOGA,2020-2021,36091,1
2021-05-22,SULLIVAN,2020-2021,36105,0
2021-05-22,WYOMING,2020-2021,36121,0
2021-05-22,ESSEX,2020-2021,36031,4
2021-05-22,ORLEANS,2020-2021,36073,0
2021-05-22,LIVINGSTON,2020-2021,36051,0
2021-05-22,RENSSELAER,2020-2021,36083,0
2021-05-22,SENECA,2020-2021,36099,0
2021-05-22,YATES,2020-2021,36123,0
2021-05-22,SCHENECTADY,2020-2021,36093,4
2021-05-22,GREENE,2020-2021,36039,0
2021-05-22,ULSTER,2020-2021,36111,0
2021-05-22,NEW YORK,2020-2021,36061,2
2021-05-22,JEFFERSON,2020-2021,36045,0
2021-05-22,RICHMOND,2020-2021,36085,1
2021-05-22,CAYUGA,2020-2021,36011,1
2021-10-09,ROCKLAND,2021-2022,36087,0
2021-10-09,JEFFERSON,2021-2022,36045,3
2021-10-09,ALLEGANY,2021-2022,36003,0
2021-10-09,BROOME,2021-2022,36007,0
2021-10-09,CHAUTAUQUA,2021-2022,36013,1
2021-10-09,HERKIMER,2021-2022,36043,0
2021-10-09,GENESEE,2021-2022,36037,0
2021-10-09,ORANGE,2021-2022,36071,0
2021-10-09,YATES,2021-2022,36123,0
2021-10-09,WAYNE,2021-2022,36117,0
2021-10-09,CORTLAND,2021-2022,36023,2
2021-10-09,SULLIVAN,2021-2022,36105,1
2021-10-09,NEW YORK,2021-2022,36061,17
2021-10-09,FULTON,2021-2022,36035,2
2021-10-09,CAYUGA,2021-2022,36011,1
2021-10-09,ORLEANS,2021-2022,36073,0
2021-10-09,STEUBEN,2021-2022,36101,0
2021-10-09,TOMPKINS,2021-2022,36109,0
2021-10-09,RENSSELAER,2021-2022,36083,0
2021-10-09,HAMILTON,2021-2022,36041,0
2021-10-09,ALBANY,2021-2022,36001,1
2021-10-09,ONTARIO,2021-2022,36069,0
2021-10-09,COLUMBIA,2021-2022,36021,0
2021-10-09,NASSAU,2021-2022,36059,17
2021-10-09,GREENE,2021-2022,36039,0
2021-10-09,WESTCHESTER,2021-2022,36119,2
2021-10-09,OSWEGO,2021-2022,36075,0
2021-10-09,DUTCHESS,2021-2022,36027,1
2021-10-09,MADISON,2021-2022,36053,0
2021-10-09,SCHOHARIE,2021-2022,36095,0
2021-10-09,LIVINGSTON,2021-2022,36051,0
2021-10-09,MONROE,2021-2022,36055,6
2021-10-09,BRONX,2021-2022,36005,9
2021-10-09,RICHMOND,2021-2022,36085,2
2021-10-09,ST LAWRENCE,2021-2022,36089,0
2021-10-09,SUFFOLK,2021-2022,36103,8
2021-10-09,MONTGOMERY,2021-2022,36057,1
2021-10-09,WASHINGTON,2021-2022,36115,2
2021-10-09,SARATOGA,2021-2022,36091,31
2021-10-09,DELAWARE,2021-2022,36025,0
2021-10-09,SENECA,2021-2022,36099,0
2021-10-09,ONEIDA,2021-2022,36065,2
2021-10-09,TIOGA,2021-2022,36107,0
2021-10-09,SCHUYLER,2021-2022,36097,0
2021-10-09,LEWIS,2021-2022,36049,0
2021-10-09,ULSTER,2021-2022,36111,0
2021-10-09,OTSEGO,2021-2022,36077,0
2021-10-09,KINGS,2021-2022,36047,11
2021-10-09,ERIE,2021-2022,36029,3
2021-10-09,CATTARAUGUS,2021-2022,36009,2
2021-10-09,ESSEX,2021-2022,36031,2
2021-10-09,WARREN,2021-2022,36113,4
2021-10-09,PUTNAM,2021-2022,36079,1
2021-10-09,SCHENECTADY,2021-2022,36093,0
2021-10-09,WYOMING,2021-2022,36121,0
2021-10-09,QUEENS,2021-2022,36081,12
2021-10-09,CHENANGO,2021-2022,36017,0
2021-10-09,CLINTON,2021-2022,36019,3
2021-10-09,FRANKLIN,2021-2022,36033,0
2021-10-09,NIAGARA,2021-2022,36063,3
2021-10-09,ONONDAGA,2021-2022,36067,0
2021-10-09,CHEMUNG,2021-2022,36015,0
2021-10-16,BRONX,2021-2022,36005,5
2021-10-16,MONROE,2021-2022,36055,1
2021-10-16,CHEMUNG,2021-2022,36015,1
2021-10-16,SCHOHARIE,2021-2022,36095,0
2021-10-16,SULLIVAN,2021-2022,36105,4
2021-10-16,MADISON,2021-2022,36053,0
2021-10-16,WAYNE,2021-2022,36117,1
2021-10-16,CHENANGO,2021-2022,36017,1
2021-10-16,WARREN,2021-2022,36113,3
2021-10-16,ORANGE,2021-2022,36071,1
2021-10-16,GENESEE,2021-2022,36037,0
2021-10-16,NEW YORK,2021-2022,36061,10
2021-10-16,CORTLAND,2021-2022,36023,5
2021-10-16,RICHMOND,2021-2022,36085,3
2021-10-16,GREENE,2021-2022,36039,0
2021-10-16,ROCKLAND,2021-2022,36087,0
2021-10-16,JEFFERSON,2021-2022,36045,2
2021-10-16,KINGS,2021-2022,36047,13
2021-10-16,ONONDAGA,2021-2022,36067,7
2021-10-16,CHAUTAUQUA,2021-2022,36013,2
2021-10-16,QUEENS,2021-2022,36081,11
2021-10-16,CLINTON,2021-2022,36019,2
2021-10-16,HERKIMER,2021-2022,36043,0
2021-10-16,LEWIS,2021-2022,36049,0
2021-10-16,NIAGARA,2021-2022,36063,0
2021-10-16,NASSAU,2021-2022,36059,16
2021-10-16,MONTGOMERY,2021-2022,36057,2
2021-10-16,WYOMING,2021-2022,36121,0
2021-10-16,ONTARIO,2021-2022,36069,0
2021-10-16,COLUMBIA,2021-2022,36021,0
2021-10-16,SUFFOLK,2021-2022,36103,8
2021-10-16,RENSSELAER,2021-2022,36083,1
2021-10-16,ONEIDA,2021-2022,36065,0
2021-10-16,ALBANY,2021-2022,36001,3
2021-10-16,STEUBEN,2021-2022,36101,0
2021-10-16,ST LAWRENCE,2021-2022,36089,3
2021-10-16,LIVINGSTON,2021-2022,36051,0
2021-10-16,WASHINGTON,2021-2022,36115,2
2021-10-16,HAMILTON,2021-2022,36041,0
2021-10-16,WESTCHESTER,2021-2022,36119,4
2021-10-16,CAYUGA,2021-2022,36011,0
2021-10-16,ORLEANS,2021-2022,36073,0
2021-10-16,FULTON,2021-2022,36035,1
2021-10-16,ALLEGANY,2021-2022,36003,0
2021-10-16,OTSEGO,2021-2022,36077,1
2021-10-16,SARATOGA,2021-2022,36091,29
2021-10-16,ULSTER,2021-2022,36111,0
2021-10-16,YATES,2021-2022,36123,0
2021-10-16,PUTNAM,2021-2022,36079,1
2021-10-16,BROOME,2021-2022,36007,1
2021-10-16,OSWEGO,2021-2022,36075,0
2021-10-16,FRANKLIN,2021-2022,36033,0
2021-10-16,SCHENECTADY,2021-2022,36093,3
2021-10-16,SCHUYLER,2021-2022,36097,0
2021-10-16,TOMPKINS,2021-2022,36109,0
2021-10-16,DELAWARE,2021-2022,36025,0
2021-10-16,TIOGA,2021-2022,36107,0
2021-10-16,SENECA,2021-2022,36099,1
2021-10-16,CATTARAUGUS,2021-2022,36009,1
2021-10-16,ESSEX,2021-2022,36031,9
2021-10-16,DUTCHESS,2021-2022,36027,1
2021-10-16,ERIE,2021-2022,36029,6
2021-10-23,ROCKLAND,2021-2022,36087,4
2021-10-23,CHEMUNG,2021-2022,36015,0
2021-10-23,JEFFERSON,2021-2022,36045,4
2021-10-23,YATES,2021-2022,36123,0
2021-10-23,DELAWARE,2021-2022,36025,0
2021-10-23,ALLEGANY,2021-2022,36003,2
2021-10-23,MONROE,2021-2022,36055,4
2021-10-23,CHAUTAUQUA,2021-2022,36013,0
2021-10-23,STEUBEN,2021-2022,36101,1
2021-10-23,DUTCHESS,2021-2022,36027,5
2021-10-23,CAYUGA,2021-2022,36011,1
2021-10-23,HERKIMER,2021-2022,36043,2
2021-10-23,MADISON,2021-2022,36053,0
2021-10-23,TIOGA,2021-2022,36107,0
2021-10-23,ONTARIO,2021-2022,36069,0
2021-10-23,COLUMBIA,2021-2022,36021,0
2021-10-23,HAMILTON,2021-2022,36041,0
2021-10-23,SARATOGA,2021-2022,36091,26
2021-10-23,RICHMOND,2021-2022,36085,3
2021-10-23,PUTNAM,2021-2022,36079,0
2021-10-23,SCHOHARIE,2021-2022,36095,1
2021-10-23,LIVINGSTON,2021-2022,36051,0
2021-10-23,WYOMING,2021-2022,36121,0
2021-10-23,SCHUYLER,2021-2022,36097,0
2021-10-23,LEWIS,2021-2022,36049,0
2021-10-23,SCHENECTADY,2021-2022,36093,1
2021-10-23,FRANKLIN,2021-2022,36033,0
2021-10-23,CLINTON,2021-2022,36019,3
2021-10-23,MONTGOMERY,2021-2022,36057,0
2021-10-23,ONEIDA,2021-2022,36065,1
2021-10-23,QUEENS,2021-2022,36081,19
2021-10-23,SENECA,2021-2022,36099,0
2021-10-23,NASSAU,2021-2022,36059,25
2021-10-23,WASHINGTON,2021-2022,36115,1
2021-10-23,ONONDAGA,2021-2022,36067,1
2021-10-23,BRONX,2021-2022,36005,9
2021-10-23,ULSTER,2021-2022,36111,1
2021-10-23,ESSEX,2021-2022,36031,4
2021-10-23,KINGS,2021-2022,36047,16
2021-10-23,OSWEGO,2021-2022,36075,0
2021-10-23,OTSEGO,2021-2022,36077,4
2021-10-23,CATTARAUGUS,2021-2022,36009,4
2021-10-23,SULLIVAN,2021-2022,36105,4
2021-10-23,BROOME,2021-2022,36007,1
2021-10-23,WAYNE,2021-2022,36117,0
2021-10-23,CHENANGO,2021-2022,36017,0
2021-10-23,ST LAWRENCE,2021-2022,36089,1
2021-10-23,GREENE,2021-2022,36039,0
2021-10-23,ORANGE,2021-2022,36071,1
2021-10-23,TOMPKINS,2021-2022,36109,0
2021-10-23,WESTCHESTER,2021-2022,36119,8
2021-10-23,ORLEANS,2021-2022,36073,0
2021-10-23,CORTLAND,2021-2022,36023,2
2021-10-23,FULTON,2021-2022,36035,0
2021-10-23,SUFFOLK,2021-2022,36103,12
2021-10-23,NEW YORK,2021-2022,36061,9
2021-10-23,ERIE,2021-2022,36029,3
2021-10-23,GENESEE,2021-2022,36037,0
2021-10-23,WARREN,2021-2022,36113,5
2021-10-23,RENSSELAER,2021-2022,36083,1
2021-10-23,ALBANY,2021-2022,36001,5
2021-10-23,NIAGARA,2021-2022,36063,1
2021-10-30,SCHOHARIE,2021-2022,36095,0
2021-10-30,YATES,2021-2022,36123,1
2021-10-30,SARATOGA,2021-2022,36091,13
2021-10-30,OSWEGO,2021-2022,36075,0
2021-10-30,ALBANY,2021-2022,36001,3
2021-10-30,SULLIVAN,2021-2022,36105,0
2021-10-30,BRONX,2021-2022,36005,11
2021-10-30,PUTNAM,2021-2022,36079,0
2021-10-30,ONONDAGA,2021-2022,36067,5
2021-10-30,WARREN,2021-2022,36113,4
2021-10-30,KINGS,2021-2022,36047,8
2021-10-30,ULSTER,2021-2022,36111,0
2021-10-30,FRANKLIN,2021-2022,36033,0
2021-10-30,RENSSELAER,2021-2022,36083,1
2021-10-30,ORANGE,2021-2022,36071,0
2021-10-30,SCHENECTADY,2021-2022,36093,0
2021-10-30,MONTGOMERY,2021-2022,36057,0
2021-10-30,RICHMOND,2021-2022,36085,2
2021-10-30,DUTCHESS,2021-2022,36027,7
2021-10-30,TOMPKINS,2021-2022,36109,2
2021-10-30,DELAWARE,2021-2022,36025,0
2021-10-30,GENESEE,2021-2022,36037,0
2021-10-30,ONEIDA,2021-2022,36065,1
2021-10-30,ESSEX,2021-2022,36031,7
2021-10-30,MONROE,2021-2022,36055,4
2021-10-30,WASHINGTON,2021-2022,36115,2
2021-10-30,NEW YORK,2021-2022,36061,9
2021-10-30,CHAUTAUQUA,2021-2022,36013,0
2021-10-30,CORTLAND,2021-2022,36023,0
2021-10-30,SUFFOLK,2021-2022,36103,15
2021-10-30,WYOMING,2021-2022,36121,0
2021-10-30,LIVINGSTON,2021-2022,36051,0
2021-10-30,BROOME,2021-2022,36007,0
2021-10-30,LEWIS,2021-2022,36049,0
2021-10-30,ERIE,2021-2022,36029,1
2021-10-30,WAYNE,2021-2022,36117,0
2021-10-30,CLINTON,2021-2022,36019,2
2021-10-30,SCHUYLER,2021-2022,36097,0
2021-10-30,QUEENS,2021-2022,36081,21
2021-10-30,ROCKLAND,2021-2022,36087,2
2021-10-30,NASSAU,2021-2022,36059,17
2021-10-30,CATTARAUGUS,2021-2022,36009,5
2021-10-30,ORLEANS,2021-2022,36073,2
2021-10-30,ONTARIO,2021-2022,36069,1
2021-10-30,CAYUGA,2021-2022,36011,0
2021-10-30,MADISON,2021-2022,36053,0
2021-10-30,ST LAWRENCE,2021-2022,36089,0
2021-10-30,HERKIMER,2021-2022,36043,1
2021-10-30,OTSEGO,2021-2022,36077,0
2021-10-30,COLUMBIA,2021-2022,36021,0
2021-10-30,GREENE,2021-2022,36039,0
2021-10-30,STEUBEN,2021-2022,36101,2
2021-10-30,TIOGA,2021-2022,36107,0
2021-10-30,SENECA,2021-2022,36099,0
2021-10-30,ALLEGANY,2021-2022,36003,2
2021-10-30,FULTON,2021-2022,36035,1
2021-10-30,CHENANGO,2021-2022,36017,0
2021-10-30,WESTCHESTER,2021-2022,36119,7
2021-10-30,HAMILTON,2021-2022,36041,0
2021-10-30,NIAGARA,2021-2022,36063,1
2021-10-30,JEFFERSON,2021-2022,36045,8
2021-10-30,CHEMUNG,2021-2022,36015,1
2021-11-06,MADISON,2021-2022,36053,0
2021-11-06,TOMPKINS,2021-2022,36109,18
2021-11-06,SENECA,2021-2022,36099,0
2021-11-06,LEWIS,2021-2022,36049,0
2021-11-06,WARREN,2021-2022,36113,2
2021-11-06,ULSTER,2021-2022,36111,1
2021-11-06,ONTARIO,2021-2022,36069,0
2021-11-06,RICHMOND,2021-2022,36085,2
2021-11-06,WYOMING,2021-2022,36121,0
2021-11-06,TIOGA,2021-2022,36107,1
2021-11-06,SUFFOLK,2021-2022,36103,26
2021-11-06,CORTLAND,2021-2022,36023,1
2021-11-06,CHAUTAUQUA,2021-2022,36013,2
2021-11-06,ORLEANS,2021-2022,36073,0
2021-11-06,ESSEX,2021-2022,36031,8
2021-11-06,DELAWARE,2021-2022,36025,0
2021-11-06,BRONX,2021-2022,36005,22
2021-11-06,COLUMBIA,2021-2022,36021,1
2021-11-06,HAMILTON,2021-2022,36041,0
2021-11-06,NIAGARA,2021-2022,36063,6
2021-11-06,WASHINGTON,2021-2022,36115,4
2021-11-06,CHENANGO,2021-2022,36017,2
2021-11-06,BROOME,2021-2022,36007,2
2021-11-06,GENESEE,2021-2022,36037,0
2021-11-06,WESTCHESTER,2021-2022,36119,16
2021-11-06,MONROE,2021-2022,36055,5
2021-11-06,ONEIDA,2021-2022,36065,4
2021-11-06,NEW YORK,2021-2022,36061,18
2021-11-06,WAYNE,2021-2022,36117,0
2021-11-06,YATES,2021-2022,36123,1
2021-11-06,LIVINGSTON,2021-2022,36051,0
2021-11-06,CATTARAUGUS,2021-2022,36009,3
2021-11-06,ONONDAGA,2021-2022,36067,68
2021-11-06,NASSAU,2021-2022,36059,29
2021-11-06,DUTCHESS,2021-2022,36027,3
2021-11-06,FULTON,2021-2022,36035,0
2021-11-06,ST LAWRENCE,2021-2022,36089,1
2021-11-06,OSWEGO,2021-2022,36075,0
2021-11-06,KINGS,2021-2022,36047,23
2021-11-06,ALLEGANY,2021-2022,36003,2
2021-11-06,SARATOGA,2021-2022,36091,0
2021-11-06,PUTNAM,2021-2022,36079,3
2021-11-06,RENSSELAER,2021-2022,36083,1
2021-11-06,ALBANY,2021-2022,36001,1
2021-11-06,FRANKLIN,2021-2022,36033,0
2021-11-06,CHEMUNG,2021-2022,36015,0
2021-11-06,JEFFERSON,2021-2022,36045,6
2021-11-06,GREENE,2021-2022,36039,0
2021-11-06,STEUBEN,2021-2022,36101,2
2021-11-06,SCHUYLER,2021-2022,36097,0
2021-11-06,ERIE,2021-2022,36029,3
2021-11-06,CLINTON,2021-2022,36019,7
2021-11-06,MONTGOMERY,2021-2022,36057,0
2021-11-06,ORANGE,2021-2022,36071,3
2021-11-06,SCHENECTADY,2021-2022,36093,0
2021-11-06,CAYUGA,2021-2022,36011,0
2021-11-06,SCHOHARIE,2021-2022,36095,0
2021-11-06,SULLIVAN,2021-2022,36105,0
2021-11-06,HERKIMER,2021-2022,36043,0
2021-11-06,ROCKLAND,2021-2022,36087,1
2021-11-06,QUEENS,2021-2022,36081,22
2021-11-06,OTSEGO,2021-2022,36077,1
2021-11-13,BROOME,2021-2022,36007,8
2021-11-13,ST LAWRENCE,2021-2022,36089,0
2021-11-13,ESSEX,2021-2022,36031,4
2021-11-13,CHENANGO,2021-2022,36017,1
2021-11-13,CATTARAUGUS,2021-2022,36009,2
2021-11-13,NIAGARA,2021-2022,36063,4
2021-11-13,SCHOHARIE,2021-2022,36095,0
2021-11-13,SARATOGA,2021-2022,36091,2
2021-11-13,ERIE,2021-2022,36029,6
2021-11-13,MADISON,2021-2022,36053,2
2021-11-13,WARREN,2021-2022,36113,5
2021-11-13,ULSTER,2021-2022,36111,3
2021-11-13,LIVINGSTON,2021-2022,36051,0
2021-11-13,DUTCHESS,2021-2022,36027,6
2021-11-13,HERKIMER,2021-2022,36043,6
2021-11-13,ROCKLAND,2021-2022,36087,8
2021-11-13,CHEMUNG,2021-2022,36015,1
2021-11-13,JEFFERSON,2021-2022,36045,0
2021-11-13,SCHENECTADY,2021-2022,36093,3
2021-11-13,STEUBEN,2021-2022,36101,0
2021-11-13,WAYNE,2021-2022,36117,2
2021-11-13,OTSEGO,2021-2022,36077,1
2021-11-13,ORANGE,2021-2022,36071,8
2021-11-13,SULLIVAN,2021-2022,36105,1
2021-11-13,CORTLAND,2021-2022,36023,3
2021-11-13,ONTARIO,2021-2022,36069,0
2021-11-13,TIOGA,2021-2022,36107,0
2021-11-13,CAYUGA,2021-2022,36011,1
2021-11-13,COLUMBIA,2021-2022,36021,1
2021-11-13,RENSSELAER,2021-2022,36083,1
2021-11-13,WESTCHESTER,2021-2022,36119,50
2021-11-13,HAMILTON,2021-2022,36041,1
2021-11-13,SENECA,2021-2022,36099,1
2021-11-13,ORLEANS,2021-2022,36073,0
2021-11-13,NASSAU,2021-2022,36059,57
2021-11-13,ALLEGANY,2021-2022,36003,4
2021-11-13,FULTON,2021-2022,36035,1
2021-11-13,FRANKLIN,2021-2022,36033,0
2021-11-13,PUTNAM,2021-2022,36079,5
2021-11-13,RICHMOND,2021-2022,36085,3
2021-11-13,DELAWARE,2021-2022,36025,1
2021-11-13,ONEIDA,2021-2022,36065,1
2021-11-13,MONROE,2021-2022,36055,15
2021-11-13,WASHINGTON,2021-2022,36115,1
2021-11-13,TOMPKINS,2021-2022,36109,54
2021-11-13,BRONX,2021-2022,36005,48
2021-11-13,CHAUTAUQUA,2021-2022,36013,1
2021-11-13,GENESEE,2021-2022,36037,2
2021-11-13,ALBANY,2021-2022,36001,8
2021-11-13,LEWIS,2021-2022,36049,0
2021-11-13,WYOMING,2021-2022,36121,0
2021-11-13,YATES,2021-2022,36123,0
2021-11-13,CLINTON,2021-2022,36019,0
2021-11-13,QUEENS,2021-2022,36081,40
2021-11-13,OSWEGO,2021-2022,36075,0
2021-11-13,ONONDAGA,2021-2022,36067,101
2021-11-13,MONTGOMERY,2021-2022,36057,1
2021-11-13,NEW YORK,2021-2022,36061,33
2021-11-13,SCHUYLER,2021-2022,36097,0
2021-11-13,KINGS,2021-2022,36047,25
2021-11-13,SUFFOLK,2021-2022,36103,56
2021-11-13,GREENE,2021-2022,36039,0
2021-11-20,RENSSELAER,2021-2022,36083,0
2021-11-20,SCHOHARIE,2021-2022,36095,0
2021-11-20,WESTCHESTER,2021-2022,36119,44
2021-11-20,OTSEGO,2021-2022,36077,4
2021-11-20,WARREN,2021-2022,36113,4
2021-11-20,ST LAWRENCE,2021-2022,36089,0
2021-11-20,CATTARAUGUS,2021-2022,36009,12
2021-11-20,YATES,2021-2022,36123,0
2021-11-20,CHEMUNG,2021-2022,36015,2
2021-11-20,SCHUYLER,2021-2022,36097,0
2021-11-20,MONTGOMERY,2021-2022,36057,0
2021-11-20,CHAUTAUQUA,2021-2022,36013,7
2021-11-20,MONROE,2021-2022,36055,14
2021-11-20,NASSAU,2021-2022,36059,106
2021-11-20,TOMPKINS,2021-2022,36109,77
2021-11-20,LEWIS,2021-2022,36049,1
2021-11-20,STEUBEN,2021-2022,36101,0
2021-11-20,CAYUGA,2021-2022,36011,4
2021-11-20,WYOMING,2021-2022,36121,0
2021-11-20,CLINTON,2021-2022,36019,18
2021-11-20,FULTON,2021-2022,36035,0
2021-11-20,QUEENS,2021-2022,36081,44
2021-11-20,OSWEGO,2021-2022,36075,0
2021-11-20,ONONDAGA,2021-2022,36067,202
2021-11-20,GREENE,2021-2022,36039,0
2021-11-20,KINGS,2021-2022,36047,27
2021-11-20,DUTCHESS,2021-2022,36027,14
2021-11-20,BRONX,2021-2022,36005,31
2021-11-20,PUTNAM,2021-2022,36079,16
2021-11-20,ROCKLAND,2021-2022,36087,13
2021-11-20,ORLEANS,2021-2022,36073,0
2021-11-20,SENECA,2021-2022,36099,4
2021-11-20,JEFFERSON,2021-2022,36045,7
2021-11-20,NEW YORK,2021-2022,36061,32
2021-11-20,HERKIMER,2021-2022,36043,1
2021-11-20,SCHENECTADY,2021-2022,36093,5
2021-11-20,HAMILTON,2021-2022,36041,0
2021-11-20,ONTARIO,2021-2022,36069,5
2021-11-20,SUFFOLK,2021-2022,36103,84
2021-11-20,FRANKLIN,2021-2022,36033,1
2021-11-20,TIOGA,2021-2022,36107,2
2021-11-20,COLUMBIA,2021-2022,36021,2
2021-11-20,WASHINGTON,2021-2022,36115,5
2021-11-20,GENESEE,2021-2022,36037,1
2021-11-20,ERIE,2021-2022,36029,13
2021-11-20,NIAGARA,2021-2022,36063,3
2021-11-20,MADISON,2021-2022,36053,1
2021-11-20,ALBANY,2021-2022,36001,11
2021-11-20,BROOME,2021-2022,36007,19
2021-11-20,SARATOGA,2021-2022,36091,9
2021-11-20,CHENANGO,2021-2022,36017,0
2021-11-20,CORTLAND,2021-2022,36023,19
2021-11-20,LIVINGSTON,2021-2022,36051,0
2021-11-20,ULSTER,2021-2022,36111,7
2021-11-20,ALLEGANY,2021-2022,36003,5
2021-11-20,ESSEX,2021-2022,36031,17
2021-11-20,SULLIVAN,2021-2022,36105,1
2021-11-20,WAYNE,2021-2022,36117,1
2021-11-20,RICHMOND,2021-2022,36085,22
2021-11-20,ORANGE,2021-2022,36071,57
2021-11-20,DELAWARE,2021-2022,36025,1
2021-11-20,ONEIDA,2021-2022,36065,6
2021-11-27,WAYNE,2021-2022,36117,0
2021-11-27,ALBANY,2021-2022,36001,16
2021-11-27,HAMILTON,2021-2022,36041,0
2021-11-27,COLUMBIA,2021-2022,36021,0
2021-11-27,GENESEE,2021-2022,36037,3
2021-11-27,TIOGA,2021-2022,36107,0
2021-11-27,FULTON,2021-2022,36035,0
2021-11-27,NASSAU,2021-2022,36059,140
2021-11-27,CORTLAND,2021-2022,36023,15
2021-11-27,RENSSELAER,2021-2022,36083,4
2021-11-27,GREENE,2021-2022,36039,1
2021-11-27,BROOME,2021-2022,36007,10
2021-11-27,DUTCHESS,2021-2022,36027,26
2021-11-27,SENECA,2021-2022,36099,2
2021-11-27,SCHOHARIE,2021-2022,36095,0
2021-11-27,SARATOGA,2021-2022,36091,9
2021-11-27,MADISON,2021-2022,36053,0
2021-11-27,ERIE,2021-2022,36029,10
2021-11-27,CHENANGO,2021-2022,36017,2
2021-11-27,LIVINGSTON,2021-2022,36051,1
2021-11-27,ESSEX,2021-2022,36031,7
2021-11-27,DELAWARE,2021-2022,36025,7
2021-11-27,RICHMOND,2021-2022,36085,14
2021-11-27,SULLIVAN,2021-2022,36105,5
2021-11-27,MONROE,2021-2022,36055,48
2021-11-27,WASHINGTON,2021-2022,36115,0
2021-11-27,WESTCHESTER,2021-2022,36119,150
2021-11-27,BRONX,2021-2022,36005,51
2021-11-27,LEWIS,2021-2022,36049,0
2021-11-27,TOMPKINS,2021-2022,36109,25
2021-11-27,SUFFOLK,2021-2022,36103,130
2021-11-27,CLINTON,2021-2022,36019,6
2021-11-27,MONTGOMERY,2021-2022,36057,0
2021-11-27,CHEMUNG,2021-2022,36015,1
2021-11-27,KINGS,2021-2022,36047,32
2021-11-27,ROCKLAND,2021-2022,36087,37
2021-11-27,JEFFERSON,2021-2022,36045,10
2021-11-27,FRANKLIN,2021-2022,36033,1
2021-11-27,SCHENECTADY,2021-2022,36093,1
2021-11-27,STEUBEN,2021-2022,36101,0
2021-11-27,NEW YORK,2021-2022,36061,43
2021-11-27,HERKIMER,2021-2022,36043,3
2021-11-27,WYOMING,2021-2022,36121,0
2021-11-27,CAYUGA,2021-2022,36011,3
2021-11-27,ONONDAGA,2021-2022,36067,80
2021-11-27,QUEENS,2021-2022,36081,61
2021-11-27,ALLEGANY,2021-2022,36003,0
2021-11-27,WARREN,2021-2022,36113,10
2021-11-27,CATTARAUGUS,2021-2022,36009,17
2021-11-27,YATES,2021-2022,36123,0
2021-11-27,SCHUYLER,2021-2022,36097,2
2021-11-27,ST LAWRENCE,2021-2022,36089,5
2021-11-27,ORLEANS,2021-2022,36073,0
2021-11-27,NIAGARA,2021-2022,36063,5
2021-11-27,ONTARIO,2021-2022,36069,6
2021-11-27,PUTNAM,2021-2022,36079,29
2021-11-27,OSWEGO,2021-2022,36075,2
2021-11-27,OTSEGO,2021-2022,36077,7
2021-11-27,ONEIDA,2021-2022,36065,3
2021-11-27,ORANGE,2021-2022,36071,74
2021-11-27,ULSTER,2021-2022,36111,17
2021-11-27,CHAUTAUQUA,2021-2022,36013,6
2021-12-04,OSWEGO,2021-2022,36075,1
2021-12-04,HERKIMER,2021-2022,36043,6
2021-12-04,SARATOGA,2021-2022,36091,14
2021-12-04,MONROE,2021-2022,36055,102
2021-12-04,NASSAU,2021-2022,36059,389
2021-12-04,FULTON,2021-2022,36035,3
2021-12-04,BROOME,2021-2022,36007,47
2021-12-04,STEUBEN,2021-2022,36101,5
2021-12-04,ALBANY,2021-2022,36001,26
2021-12-04,ROCKLAND,2021-2022,36087,120
2021-12-04,ESSEX,2021-2022,36031,12
2021-12-04,ULSTER,2021-2022,36111,9
2021-12-04,JEFFERSON,2021-2022,36045,21
2021-12-04,ERIE,2021-2022,36029,47
2021-12-04,PUTNAM,2021-2022,36079,61
2021-12-04,ST LAWRENCE,2021-2022,36089,1
2021-12-04,YATES,2021-2022,36123,1
2021-12-04,SCHOHARIE,2021-2022,36095,3
2021-12-04,ONONDAGA,2021-2022,36067,86
2021-12-04,WASHINGTON,2021-2022,36115,3
2021-12-04,ALLEGANY,2021-2022,36003,3
2021-12-04,FRANKLIN,2021-2022,36033,1
2021-12-04,KINGS,2021-2022,36047,130
2021-12-04,SCHENECTADY,2021-2022,36093,1
2021-12-04,ONEIDA,2021-2022,36065,39
2021-12-04,BRONX,2021-2022,36005,110
2021-12-04,ORLEANS,2021-2022,36073,0
2021-12-04,CHAUTAUQUA,2021-2022,36013,20
2021-12-04,SENECA,2021-2022,36099,7
2021-12-04,CHEMUNG,2021-2022,36015,3
2021-12-04,MONTGOMERY,2021-2022,36057,4
2021-12-04,SULLIVAN,2021-2022,36105,11
2021-12-04,DELAWARE,2021-2022,36025,4
2021-12-04,CAYUGA,2021-2022,36011,7
2021-12-04,TIOGA,2021-2022,36107,13
2021-12-04,CORTLAND,2021-2022,36023,20
2021-12-04,WESTCHESTER,2021-2022,36119,415
2021-12-04,NIAGARA,2021-2022,36063,27
2021-12-04,MADISON,2021-2022,36053,12
2021-12-04,WAYNE,2021-2022,36117,13
2021-12-04,CLINTON,2021-2022,36019,14
2021-12-04,RENSSELAER,2021-2022,36083,10
2021-12-04,HAMILTON,2021-2022,36041,0
2021-12-04,COLUMBIA,2021-2022,36021,3
2021-12-04,SCHUYLER,2021-2022,36097,2
2021-12-04,CATTARAUGUS,2021-2022,36009,16
2021-12-04,OTSEGO,2021-2022,36077,17
